"SampleID","Date","Al","Alr","As","B","Br","Ba","Be","Car","Cd","Co","Cr","Cu","Fe","Fer","Fer.1","Kr","Lir","Mgr","Mn","Mnr","Mo","Nar","Ni","P","Pb","S","Sr","S.1","Sb","Se","Si","Sir","Sir.1","Sn","Srr","Ti","Tl","Zn","Znr","SAMPLING_DATE","SITE","SAMPLE_DESCRIPTOR","FIELD.REP","DIGEST_DATE","OES_DATE","ICP_NUMBER","LAB.DUPLICATE","LAB.SPIKE","ICP.DUPLICATE","ICP.SPIKE","DRY_MASS"
"81","11/17/2021",63.56,81.17,0.085,12.34,14.55,14.53,-1.145,1176,0.018,0.049,0.069,1.968,60.95,79.2,80.36,31.98,0.116,41.12,17.47,22.52,0.015,41.47,0.046,8.156,0.304,24.91,28.41,23.52,0.001,0.034,3.782,4.306,4.226,0.068,2.722,2.319,-0.044,14.96,17.26,"17-Aug-21","BG","EPIL",6,"15-Nov-21","11/17/2021","81",NA,NA,NA,NA,0.5524
"82","11/17/2021",20.03,24.07,0,16.6,19.8,20.78,-0.199,205.2,0.004,0.031,0.02,0.455,16.67,18.42,18.34,21.72,0.026,8.623,2.61,2.874,0.003,47.16,0.013,1.521,0.08,4.978,5.489,4.587,0.001,0.01,1.959,2.243,2.244,0.008,0.709,0.61,-0.011,17.91,20.06,"17-Aug-21","BG","EPIL",7,"15-Nov-21","11/17/2021","82",NA,NA,NA,NA,0.0876
"83","11/17/2021",32.73,39.16,0.046,15.14,17.89,19.26,-0.106,113.6,0.006,0.037,0.036,0.993,31.9,36.8,36.92,22.9,0.04,13.12,7.934,9.161,0.003,44.24,0.023,2.167,0.153,6.459,7.817,6.215,-0.003,0.013,2.121,2.441,2.447,0.003,0.56,1.038,-0.016,16.94,19.75,"17-Aug-21","BG","EPIP",1,"15-Nov-21","11/17/2021","83",NA,NA,NA,NA,0.1238
"84","11/17/2021",66.43,85.78,0.113,13.38,16.05,17.09,-0.459,478.5,0.013,0.052,0.077,2.058,65.37,85.14,86.57,31.56,0.098,35.01,16.16,20.2,0.008,43.13,0.05,6.422,0.301,14.99,18.19,14.45,-0.004,0.03,3.323,3.885,3.862,0.026,1.273,2.343,-0.033,16.36,19.1,"17-Aug-21","BG","EPIP",2,"15-Nov-21","11/17/2021","84",NA,NA,NA,NA,0.403
"85","11/17/2021",22.11,27.16,0.016,14.66,17.82,18.41,-0.092,97.4,0.004,0.029,0.024,0.586,20.05,22.77,22.75,21.06,0.027,9.301,4.065,4.565,0.002,43.71,0.014,1.669,0.088,4.645,5.607,4.478,-0.001,0.013,2.379,2.79,2.798,0.003,0.497,0.768,-0.01,15.7,18.54,"17-Aug-21","BG","EPIP",3,"15-Nov-21","11/17/2021","85",NA,NA,NA,NA,0.0879
"86","11/17/2021",63.82,81.45,0.105,13.07,15.79,16.82,-0.355,372.1,0.014,0.051,0.076,2.068,63.56,80.52,81.78,30.59,0.091,31.91,15.45,19.01,0.007,42.43,0.048,5.631,0.308,14.27,17.53,13.97,-0.003,0.026,3.972,4.58,4.575,0.019,1.081,2.22,-0.03,16.43,18.72,"17-Aug-21","BG","EPIP",4,"15-Nov-21","11/17/2021","86",NA,NA,NA,NA,0.3404
"87","11/17/2021",52.49,66.05,0.117,14.59,17.5,18.11,-0.203,215.9,0.012,0.045,0.06,1.899,54.95,67.64,68.34,27.85,0.071,24.69,8.932,10.23,0.014,44.55,0.041,3.891,0.257,13.05,16.09,12.85,-0.005,0.023,3.02,3.471,3.46,0.011,0.792,1.954,-0.015,17.32,19.89,"17-Aug-21","BG","EPIP",5,"15-Nov-21","11/17/2021","87",NA,NA,NA,NA,0.249
"88","11/17/2021",12.72,15.83,-0.01,17.73,20.77,23.07,-0.032,33.39,0.001,0.029,0.015,0.184,6.96,7.482,7.482,21.02,0.012,3.593,2.299,2.499,0.002,49.48,0.008,0.778,0.027,1.969,2.347,1.887,0,0.007,1.675,1.934,1.931,-0.002,0.401,0.273,-0.009,19.19,21.76,"17-Aug-21","BG","EPIP",6,"15-Nov-21","11/17/2021","88",NA,NA,NA,NA,0.142
"1","12/2/2021",47.17,56.18,0.029,27.43,32.14,33.68,-0.155,164.1,0.005,0.046,0.043,0.918,31.26,36.14,36.16,34.91,0.046,15.3,6.752,7.669,0.004,71.15,0.024,2.858,0.135,6.75,7.844,6.682,-0.002,0,7.605,8.577,8.814,0.006,0.873,1.362,-0.012,27.26,31.93,"17-Aug-21","GC","EPIP",6,"22-Nov-21","12/2/2021","1",NA,NA,NA,NA,0.0242
"2","12/2/2021",63.74,80.15,0.08,24.41,29.05,29.67,-0.221,234.7,0.01,0.051,0.063,1.721,50.69,63.57,64.26,36.05,0.074,25.09,7.382,8.456,0.005,67.07,0.04,3.762,0.237,11.4,13.89,11.44,-0.005,0.006,6.607,7.727,7.766,0.012,1,2.301,-0.011,24.32,29.5,"17-Aug-21","BG","EPIP",7,"22-Nov-21","12/2/2021","2",NA,NA,NA,NA,0.2308
"3","12/2/2021",51.67,63.05,0.091,0.585,0.687,1.365,-0.721,743.9,0.014,0.032,0.055,1.669,55.68,70.43,71.11,96.37,0.099,35.28,19.47,24.89,0.011,3.18,0.034,9.628,0.225,73.48,92.25,75.01,0,0.032,6.56,7.549,7.516,0.042,1.588,2.511,-0.034,2.937,3.319,"17-Aug-21","BG","FILA",1,"22-Nov-21","12/2/2021","3",NA,NA,NA,NA,1.1165
"4","12/2/2021",78.38,101.1,0.132,0.31,0.376,1.923,-1.03,1063,0.015,0.045,0.081,2.053,78.46,112.6,114.8,78.91,0.158,52.07,24.17,33.62,0.017,4.041,0.052,15.88,0.3,58.9,76.75,61.27,0,0.041,5.352,6.174,6.132,0.064,2.308,3.484,-0.046,3.617,4.313,"17-Aug-21","BG","FILA",2,"22-Nov-21","12/2/2021","4",NA,NA,NA,NA,0.5327
"5","12/2/2021",98.67,133.3,0.163,0.16,0.214,2.428,-1.332,1372,0.022,0.052,0.099,3.091,84.25,124.3,127.3,69.48,0.169,60.17,27.37,39.58,0.02,4.493,0.065,15.3,0.402,53.86,70.84,55.43,-0.001,0.031,7.479,8.824,8.784,0.081,2.951,3.782,-0.055,4.819,5.841,"17-Aug-21","BG","FILA",3,"22-Nov-21","12/2/2021","5",NA,NA,NA,NA,0.6855
"6","12/2/2021",71.19,90.88,0.105,0.232,0.274,1.947,-1.207,1241,0.016,0.038,0.073,2.145,71.84,99.4,101.1,60.5,0.15,52.21,22.6,31.22,0.017,3.398,0.05,11.78,0.314,50.13,64.68,51.56,0.001,0.035,5.238,6.213,6.18,0.074,2.645,3.158,-0.045,3.749,4.357,"17-Aug-21","BG","FILA",4,"22-Nov-21","12/2/2021","6",NA,NA,NA,NA,0.6353
"7","12/2/2021",53.98,64.84,0.127,0.777,0.88,1.357,-0.557,575.3,0.015,0.028,0.054,1.903,52.91,66.41,67.09,146.6,0.084,33.89,23.18,30.71,0.011,3.491,0.023,13.85,0.249,108.2,138.6,111.6,0.003,0.036,5.887,6.899,6.845,0.033,1.33,2.048,-0.038,3.151,3.564,"17-Aug-21","BG","FILA",5,"22-Nov-21","12/2/2021","7",NA,NA,NA,NA,0.6116
"9","12/2/2021",88.88,115.3,0.163,0.345,0.419,2.173,-1.162,1198,0.02,0.044,0.092,2.715,79.62,113.5,115.8,90.2,0.155,55.99,26.38,37.09,0.018,4.008,0.06,14.02,0.39,70.28,91.8,72.96,0,0.038,7.602,8.885,8.863,0.07,2.545,3.661,-0.049,4.394,5.157,"17-Aug-21","BG","FILA",6,"22-Nov-21","12/2/2021","9",NA,NA,NA,NA,0.8205
"10","12/2/2021",80.97,102.9,0.202,0.442,0.512,1.851,-0.713,740.4,0.018,0.046,0.092,2.826,84.02,117.4,120.1,94.84,0.131,48.06,17.5,22.05,0.015,4.107,0.059,15.38,0.355,79.84,101.8,81.48,-0.002,0.021,7.519,8.757,8.734,0.044,1.704,3.538,-0.028,4.419,5.115,"17-Aug-21","BG","FILA",7,"22-Nov-21","12/2/2021","10",NA,NA,NA,NA,0.725
"11","12/2/2021",29.85,35.45,-0.01,32.4,38.87,39.56,-0.1,103,0.001,0.041,0.024,0.417,8.153,9.017,8.973,33.99,0.02,5.261,3.735,4.133,0.004,83.41,0.01,1.11,0.046,3.443,4.015,3.383,0.001,0.002,4.777,5.437,5.516,0.001,0.771,0.359,-0.009,31.28,37.4,"17-Aug-21","DL","EPIL",1,"22-Nov-21","12/2/2021","11",NA,NA,NA,NA,0.0143
"12","12/2/2021",25.55,29.32,-0.01,29.09,33.88,35.71,-0.089,92.29,0.001,0.038,0.02,0.4,7.673,8.51,8.479,32.36,0.018,4.965,2.71,3,0.004,73.69,0.008,0.873,0.044,3.806,4.465,3.775,0,0.002,3.8,4.416,4.426,0.001,0.669,0.326,-0.009,28.06,33.34,"17-Aug-21","DL","EPIL",2,"22-Nov-21","12/2/2021","12",NA,NA,NA,NA,0.0494
"13","12/2/2021",127,175.8,0.585,22.52,26.37,26.45,-1.483,1534,0.041,0.082,0.123,7.975,99.86,156.1,161.4,63.81,0.214,62.53,32.15,48.8,0.032,67.46,0.084,11.64,0.823,40.05,49.46,40.66,-0.006,0.029,6.869,7.884,7.8,0.098,2.672,5.901,-0.064,24.28,30.22,"17-Aug-21","DL","EPIL",3,"22-Nov-21","12/2/2021","13",NA,NA,NA,NA,0.7606
"14","12/2/2021",37.45,44.71,0.064,26.27,30.46,31.21,-0.302,311.6,0.006,0.041,0.032,1.338,25.12,29.4,29.32,33.62,0.043,12.22,8.118,9.416,0.007,68.69,0.02,1.889,0.161,8.02,9.38,7.982,0.001,0.008,5.037,5.676,5.859,0.016,0.884,1.191,-0.015,24.88,29.81,"17-Aug-21","DL","EPIL",4,"22-Nov-21","12/2/2021","14",NA,NA,NA,NA,0.1261
"16","12/2/2021",58.89,73.13,0.173,23.79,27.95,28.31,-0.602,622.8,0.014,0.05,0.056,2.902,48.46,60.46,60.98,36.99,0.083,23.77,13.26,16.05,0.016,65.23,0.035,3.613,0.336,14.67,17.62,14.69,-0.001,0.013,6.282,7.349,7.37,0.037,1.248,2.401,-0.027,23.52,27.86,"17-Aug-21","DL","EPIL",5,"22-Nov-21","12/2/2021","16",NA,NA,NA,NA,0.2545
"17","12/2/2021",28.17,34.23,-0.026,28.95,33.96,33.78,-0.365,373.8,0.004,0.04,0.023,0.405,11.57,13.02,12.9,33.33,0.031,9.617,4.513,5.078,0.005,74.46,0.013,3.255,0.056,6.401,7.402,6.321,0.004,0.007,4.715,5.293,5.423,0.016,1.158,0.51,-0.01,26.69,31.86,"17-Aug-21","GC","EPIL",1,"22-Nov-21","12/2/2021","17",NA,NA,NA,NA,0.1035
"18","12/2/2021",31,35.94,-0.049,35.64,42.01,42.35,-0.144,146.4,0,0.042,0.019,0.082,2.801,3.089,3.063,36.5,0.017,4.789,1.496,1.646,0.002,89.68,0.008,1.046,0.015,2.417,2.686,2.403,0.004,0.001,3.047,3.537,3.564,0.005,0.93,0.102,-0.006,33.46,40.14,"17-Aug-21","GC","EPIL",2,"22-Nov-21","12/2/2021","18",NA,NA,NA,NA,0.031
"19","12/2/2021",27.03,31.44,-0.03,31.37,36.95,38.56,-0.081,83.31,0,0.041,0.02,0.156,5.871,6.488,6.476,33.39,0.017,4.711,1.767,1.942,0.002,79.48,0.008,1.159,0.025,2.161,2.467,2.126,-0.001,0.001,3.894,4.484,4.488,0,0.734,0.257,-0.006,29.67,35.49,"17-Aug-21","GC","EPIL",3,"22-Nov-21","12/2/2021","19",NA,NA,NA,NA,0.0308
"20","12/2/2021",29.11,32.84,-0.023,30.42,34.97,36.32,-0.159,163.4,0.002,0.041,0.023,0.25,9.647,10.6,10.55,33.24,0.023,6.489,3.829,4.252,0.003,75.23,0.011,1.632,0.04,3.817,4.471,3.775,0.002,0.001,4.255,4.782,4.897,0.005,0.819,0.469,-0.01,29.01,33.65,"17-Aug-21","GC","EPIL",4,"22-Nov-21","12/2/2021","20",NA,NA,NA,NA,0.0579
"21","12/2/2021",26.96,31.28,-0.014,28.38,33.07,34.69,-0.122,125.6,0.002,0.039,0.022,0.317,10.15,11.17,11.14,31.9,0.022,6.16,3.233,3.539,0.003,71.61,0.011,1.791,0.045,4.151,4.813,4.076,0.002,0,4.157,4.678,4.781,0.004,0.739,0.42,-0.007,27.46,32.31,"17-Aug-21","GC","EPIL",5,"22-Nov-21","12/2/2021","21",NA,NA,NA,NA,0.0516
"22","12/2/2021",29.49,33.6,-0.037,34.37,39.82,41.76,-0.066,67.63,0,0.042,0.02,0.088,4.113,4.454,4.446,34.86,0.016,4.167,1.873,2.048,0.002,84.39,0.008,0.738,0.016,1.745,1.994,1.718,0.002,0,3.129,3.622,3.643,-0.002,0.75,0.166,-0.008,32.53,38.59,"17-Aug-21","GC","EPIL",6,"22-Nov-21","12/2/2021","22",NA,NA,NA,NA,0.0276
"24","12/2/2021",26.04,29.3,-0.03,30.49,35.31,37.67,-0.059,60.35,0.001,0.04,0.019,0.14,5.209,5.683,5.648,32.4,0.016,4.258,2.649,2.902,0.002,75.52,0.008,1.187,0.022,2.163,2.51,2.125,0,-0.002,3.615,4.053,4.177,-0.001,0.665,0.218,-0.004,29.91,34.93,"17-Aug-21","GC","EPIL",7,"22-Nov-21","12/2/2021","24",NA,NA,NA,NA,0.0235
"25","12/2/2021",27.73,31.72,-0.029,31.67,37.21,38.85,-0.041,42.87,0,0.04,0.021,0.159,6.591,7.098,7.075,32.87,0.016,4.554,1.695,1.807,0.002,79.48,0.008,0.96,0.024,2.037,2.314,2.006,-0.001,-0.003,3.518,4.001,4.026,-0.001,0.68,0.3,-0.006,31.32,36.54,"17-Aug-21","GC","EPIP",3,"22-Nov-21","12/2/2021","25",NA,NA,NA,NA,0.029
"26","12/2/2021",26.42,29.59,-0.027,31.18,35.95,38.41,-0.041,43.05,0,0.04,0.02,0.169,5.926,6.323,6.29,32.24,0.016,4.282,1.779,1.893,0.001,76.91,0.008,1.018,0.025,2.195,2.428,2.164,0.001,-0.002,3.385,3.837,3.87,-0.002,0.653,0.236,-0.007,31.02,35.47,"17-Aug-21","GC","EPIP",4,"22-Nov-21","12/2/2021","26",NA,NA,NA,NA,0.0245
"27","12/2/2021",25.65,29.49,-0.027,29.98,35.25,37.31,-0.035,36.57,0,0.038,0.019,0.158,6.113,6.584,6.57,31.83,0.016,4.28,2.174,2.338,0.002,75.55,0.007,1.267,0.023,2.323,2.696,2.305,0.001,-0.001,3.601,4.037,4.182,-0.003,0.639,0.25,-0.007,29.75,34.22,"17-Aug-21","GC","EPIP",7,"22-Nov-21","12/2/2021","27",NA,NA,NA,NA,0.0273
"28","12/2/2021",32.15,37.24,0.091,0.587,0.696,0.91,-0.456,471.2,0.007,0.027,0.036,1.123,45.8,55.97,56.32,72.92,0.066,25.23,14.2,16.86,0.011,2.765,0.031,10.45,0.098,53.53,67.57,54.24,-0.002,0.022,3.866,4.509,4.505,0.026,0.906,1.848,-0.024,2.06,2.332,"17-Aug-21","GC","FILA",2,"22-Nov-21","12/2/2021","28",NA,NA,NA,NA,0.5692
"30","12/2/2021",41.69,48.32,0.17,0.655,0.725,0.873,-0.219,232.6,0.006,0.037,0.071,1.192,69.36,87.96,89.25,142.5,0.081,32.02,13.7,16.13,0.013,3.627,0.052,12.02,0.232,89.46,112.2,91.79,-0.004,0.023,4.727,5.413,5.431,0.013,0.593,2.452,-0.021,1.923,2.1,"17-Aug-21","GC","FILA",3,"22-Nov-21","12/2/2021","30",NA,NA,NA,NA,0.9347
"31","12/2/2021",48.44,57.24,0.148,0.809,0.915,1.01,-0.218,234.7,0.009,0.039,0.057,1.305,72.88,95.61,97.48,139.9,0.08,35.51,22.63,28.56,0.011,3.428,0.044,12.09,0.157,91.57,115.4,94.15,-0.009,0.028,4.854,5.6,5.639,0.014,0.625,3.635,-0.033,2.919,3.249,"17-Aug-21","GC","FILA",4,"22-Nov-21","12/2/2021","31",NA,NA,NA,NA,0.8878
"32","12/2/2021",42.3,49.35,0.143,0.4,0.424,0.961,-0.17,181.8,0.006,0.043,0.078,1.16,65.69,82.02,83.07,73.98,0.073,24.23,11.71,13.68,0.009,2.712,0.052,7.653,0.239,46.16,57.71,46.87,-0.004,0.013,4.757,5.431,5.419,0.009,0.523,2.326,-0.019,2.185,2.475,"17-Aug-21","GC","FILA",5,"22-Nov-21","12/2/2021","32",NA,NA,NA,NA,0.7396
"33","12/2/2021",53.43,62.94,0.178,0.49,0.533,1.094,-0.242,259.5,0.005,0.042,0.087,1.281,80.69,108.1,110.4,103.9,0.101,31.91,12.92,15.16,0.011,3.309,0.049,10.43,0.157,62.59,78.01,63.57,-0.006,0.018,4.296,4.95,4.939,0.015,0.697,3.334,-0.023,2.167,2.458,"17-Aug-21","GC","FILA",6,"22-Nov-21","12/2/2021","33",NA,NA,NA,NA,0.5032
"34","12/2/2021",75.69,93.38,0.175,0.599,0.68,0.973,-0.329,349.6,0.009,0.041,0.069,1.61,85.76,120.2,123,144.8,0.086,37.61,15.69,19.36,0.014,4.121,0.042,15.71,0.183,89.57,114.1,92.17,-0.01,0.015,6.288,7.337,7.349,0.022,0.866,4.19,-0.019,4.319,4.897,"17-Aug-21","GC","FILA",7,"22-Nov-21","12/2/2021","34",NA,NA,NA,NA,0.7878
"35","12/2/2021",26.65,30.75,-0.029,32.05,37.16,39.68,-0.07,71.52,0,0.042,0.02,0.212,4.573,5.189,5.166,32.57,0.015,4.161,2.8,3.027,0.002,79.49,0.008,1.031,0.028,2.126,2.414,2.078,0.001,-0.001,3.092,3.483,3.507,-0.001,0.715,0.189,-0.007,31.03,36.33,"17-Aug-21","GR","EPIL",1,"22-Nov-21","12/2/2021","35",NA,NA,NA,NA,0.0231
"37","12/2/2021",27.45,31.76,-0.017,31.01,36.65,37.7,-0.123,126.4,0.001,0.041,0.02,0.302,7.735,8.463,8.434,32.74,0.02,5.584,3.145,3.455,0.003,79.65,0.009,1.27,0.04,2.915,3.345,2.872,0.002,0.002,3.642,4.162,4.21,0.003,0.794,0.348,-0.008,29.72,34.91,"17-Aug-21","GR","EPIL",2,"22-Nov-21","12/2/2021","37",NA,NA,NA,NA,0.041
"38","12/2/2021",28.55,32.88,-0.032,33.81,39.58,41.32,-0.062,63.01,0.001,0.042,0.022,0.192,3.548,3.769,3.759,33.32,0.014,3.874,5.662,6.192,0.004,83.83,0.009,0.945,0.022,2.002,2.263,2.031,0.001,-0.004,3.182,3.591,3.615,0,0.749,0.124,-0.01,32.95,38.19,"17-Aug-21","GR","EPIL",3,"22-Nov-21","12/2/2021","38",NA,NA,NA,NA,0.0179
"39","12/2/2021",27.54,31.55,-0.026,32.28,38.41,38.71,-0.099,101.2,0.001,0.04,0.019,0.204,4.538,5.243,5.218,33.75,0.016,4.609,3.107,3.415,0.002,82.02,0.008,1.52,0.026,2.814,3.184,2.769,0.002,-0.002,3.329,3.847,3.883,0,0.783,0.187,-0.01,31.08,36.35,"17-Aug-21","GR","EPIL",4,"22-Nov-21","12/2/2021","39",NA,NA,NA,NA,0.0318
"40","12/2/2021",28.1,32.78,0.002,32.39,38.25,40.14,-0.072,73.99,0.002,0.047,0.024,0.253,5.57,6.028,6.005,33.6,0.018,4.822,14.12,16.41,0.016,81.37,0.028,1.635,0.025,3.308,3.851,3.313,0.002,0.006,2.952,3.431,3.456,0.001,0.724,0.205,-0.022,31.57,37.03,"17-Aug-21","WS","EPIL",1,"22-Nov-21","12/2/2021","40",NA,NA,NA,NA,0.0335
"41","12/2/2021",29.23,33.42,-0.021,33.63,39,41.08,-0.064,66.54,0,0.043,0.022,0.184,4.543,5.045,5.018,34.74,0.019,4.814,5.086,5.553,0.008,82.47,0.013,1.04,0.019,3.047,3.592,3.076,0.002,0.005,3.15,3.655,3.683,-0.001,0.716,0.2,-0.009,33.07,38.05,"17-Aug-21","WS","EPIL",2,"22-Nov-21","12/2/2021","41",NA,NA,NA,NA,0.0298
"42","12/2/2021",29.96,34.61,-0.001,31.52,37.18,38.65,-0.096,99.07,0.001,0.043,0.027,0.287,9.062,9.89,9.876,33.61,0.024,6.643,6.669,7.591,0.007,80.09,0.018,1.481,0.041,3.974,4.722,3.992,0.001,0.004,3.014,3.496,3.529,0.001,0.727,0.376,-0.01,31.14,36.09,"17-Aug-21","WS","EPIL",3,"22-Nov-21","12/2/2021","42",NA,NA,NA,NA,0.0475
"44","12/2/2021",31.11,35.31,0.002,32.16,37.75,40.32,-0.076,78.79,0.001,0.046,0.026,0.368,9.439,10.15,10.11,34.13,0.024,6.842,9.056,10.26,0.01,80.85,0.022,2.069,0.036,4.196,4.97,4.189,0,0.004,3.365,3.931,3.953,0,0.72,0.373,-0.015,32.2,36.89,"17-Aug-21","WS","EPIL",4,"22-Nov-21","12/2/2021","44",NA,NA,NA,NA,0.0513
"45","12/2/2021",26.64,30.57,0.041,29.67,34.37,36.15,-0.085,88.45,0.003,0.047,0.029,0.366,8.879,9.796,9.774,30.97,0.021,6.034,21.34,26.25,0.029,74.15,0.034,1.729,0.04,4.186,4.81,4.139,0,0.014,3.022,3.435,3.442,0,0.681,0.308,-0.031,27.96,33.87,"17-Aug-21","WS","EPIL",5,"22-Nov-21","12/2/2021","45",NA,NA,NA,NA,0.043
"46","12/2/2021",31.06,34.94,0.01,29.34,34.07,36.51,-0.054,57.96,0.001,0.042,0.027,0.393,12.72,14.05,13.99,32.88,0.029,8.221,5.816,6.543,0.008,73.52,0.016,2.297,0.045,4.603,5.561,4.599,0,0.001,3.596,4.11,4.112,0.001,0.642,0.576,-0.01,28.7,33.69,"17-Aug-21","WS","EPIP",1,"22-Nov-21","12/2/2021","46",NA,NA,NA,NA,0.0658
"47","12/2/2021",75.66,93.25,0.313,0.367,0.437,1.307,-0.242,265.7,0.006,0.043,0.108,1.999,94.37,131.1,134.8,102.4,0.197,57.73,22.52,28.79,0.026,4.698,0.089,15.16,0.234,54.18,69.44,55.52,-0.006,0.017,5.748,6.678,6.703,0.019,0.537,3.896,-0.031,2.293,2.731,"17-Aug-21","WS","FILA",5,"22-Nov-21","12/2/2021","47",NA,NA,NA,NA,0.7875
"48","12/2/2021",33.26,39.99,0.001,28.22,33.28,33.2,-0.311,320.2,0.005,0.042,0.029,0.662,19,21.86,21.78,33.2,0.038,11.19,4.359,4.936,0.005,74.97,0.019,2.388,0.094,5.689,6.585,5.678,0,0.002,4.474,5.123,5.213,0.016,1.045,0.881,-0.012,26.67,31.71,"9-Sep-21","GC","EPIL",1,"22-Nov-21","12/2/2021","48",NA,NA,NA,NA,0.1175
"49","12/2/2021",27.54,32.35,-0.016,33.49,39.24,38.77,-0.246,250.9,0.003,0.043,0.02,0.325,6.726,7.46,7.397,36.01,0.023,6.091,7.583,8.649,0.003,85.68,0.011,2.1,0.05,4.68,5.267,4.637,0.003,0.005,2.971,3.39,3.417,0.01,0.956,0.244,-0.014,30.86,36.88,"22-Sep-21","GR","EPIL",2,"22-Nov-21","12/2/2021","49",NA,NA,NA,NA,0.05978
"51","12/2/2021",33.44,38.58,-0.008,31.15,36.39,36.73,-0.229,236.1,0.003,0.042,0.028,0.478,15.28,17.1,17.04,33.9,0.03,8.842,4.119,4.594,0.005,79.41,0.015,1.66,0.069,4.679,5.506,4.764,0.001,0.003,4.026,4.557,4.657,0.011,0.974,0.683,-0.01,29.57,35.45,"9-Sep-21","GC","EPIL",3,"22-Nov-21","12/2/2021","51",NA,NA,NA,NA,0.0809
"52","12/2/2021",30.99,34.62,0.01,26.62,30.54,31.5,-0.141,146.4,0.003,0.039,0.028,0.548,18.27,20.55,20.48,31.39,0.03,8.834,4.441,4.967,0.004,69.15,0.017,1.726,0.104,5.554,6.499,5.505,0,0.006,3.535,4.091,4.116,0.003,0.736,0.806,-0.011,25.85,30.68,"9-Sep-21","GC","EPIL",4,"22-Nov-21","12/2/2021","52",NA,NA,NA,NA,0.0753
"53","12/2/2021",27.34,31.2,-0.024,29.86,34.96,36.44,-0.088,91.4,0.001,0.04,0.022,0.241,8.903,9.795,9.745,31.72,0.019,5.532,2.228,2.421,0.003,76.36,0.011,0.856,0.037,2.919,3.566,2.987,0,0.003,3.459,3.998,4.043,0,0.71,0.412,-0.005,28.45,34.08,"9-Sep-21","GC","EPIL",5,"22-Nov-21","12/2/2021","53",NA,NA,NA,NA,0.0369
"54","12/2/2021",38.51,46.12,0.023,28.37,33.08,33.49,-0.411,422.3,0.007,0.046,0.034,0.895,24.13,27.86,27.71,33.78,0.045,13.38,5.285,5.993,0.006,73.88,0.022,3.245,0.129,7.473,8.824,7.532,0.001,0.012,5.099,5.726,5.861,0.022,1.202,1.081,-0.014,27.06,31.85,"9-Sep-21","GC","EPIL",6,"22-Nov-21","12/2/2021","54",NA,NA,NA,NA,0.1458
"55","12/2/2021",36.51,43.17,0.01,31.61,36.82,37.5,-0.15,156,0.003,0.045,0.033,0.611,20.03,22.79,22.74,34.57,0.032,9.789,6.141,6.914,0.004,80.81,0.018,1.858,0.092,4.243,5.15,4.337,0,0.005,4.789,5.435,5.531,0.006,0.859,0.867,-0.012,29.83,36.1,"9-Sep-21","GC","EPIP",1,"22-Nov-21","12/2/2021","55",NA,NA,NA,NA,0.0869
"56","12/2/2021",47.24,55.6,0.047,29.74,34.6,35.91,-0.184,194,0.005,0.05,0.046,1.08,33.62,38.67,38.76,35.91,0.048,15.03,7.032,7.885,0.006,76.58,0.03,3,0.157,8.063,9.533,8.061,-0.001,0.007,5.615,6.278,6.49,0.008,0.93,1.494,-0.012,29.27,34.02,"9-Sep-21","GC","EPIP",4,"22-Nov-21","12/2/2021","56",NA,NA,NA,NA,0.1389
"57","12/2/2021",43.83,50.6,0.054,28.01,32.06,33.43,-0.198,207.4,0.005,0.047,0.043,0.956,31.97,36.82,36.88,34.28,0.045,14.25,9.639,11.09,0.005,72.12,0.026,2.991,0.146,5.822,6.985,5.904,-0.003,0.013,5.268,5.917,6.047,0.008,0.897,1.396,-0.016,26.98,31.9,"9-Sep-21","GC","EPIP",6,"22-Nov-21","12/2/2021","57",NA,NA,NA,NA,0.14
"59","12/2/2021",56.48,70.3,0.116,0.271,0.305,1.2,-0.874,900.4,0.009,0.037,0.072,2.177,71.94,96.7,98.38,42.08,0.129,47.36,15.29,19.18,0.017,3.976,0.061,12.83,0.174,32.09,41.73,34.09,-0.001,0.026,4.056,4.691,4.653,0.054,1.667,2.776,-0.029,2.485,2.9,"9-Sep-21","GC","FILA",2,"22-Nov-21","12/2/2021","59",NA,NA,NA,NA,0.6697
"60","12/2/2021",46.48,55.8,0.141,0.31,0.335,1.044,-0.518,537.7,0.009,0.032,0.08,1.401,63.85,82.28,83.34,56.13,0.084,30.5,14.86,18.06,0.012,2.692,0.059,8.108,0.213,34.37,42.01,34.79,-0.004,0.019,4.943,5.708,5.737,0.031,0.962,2.554,-0.028,2.144,2.498,"9-Sep-21","GC","FILA",3,"22-Nov-21","12/2/2021","60",NA,NA,NA,NA,0.6391
"61","12/2/2021",33.3,39.43,0.117,0.446,0.482,0.875,-0.161,172.7,0.006,0.029,0.067,0.777,55.98,69.71,70.5,82.85,0.064,23.06,14.18,16.7,0.01,2.371,0.043,7.441,0.126,48.56,62.31,50.03,-0.005,0.018,4.151,4.874,4.888,0.008,0.426,2.236,-0.019,1.62,1.854,"9-Sep-21","GC","FILA",4,"22-Nov-21","12/2/2021","61",NA,NA,NA,NA,0.6023
"62","12/2/2021",49.92,58.89,0.163,0.345,0.362,1.008,-0.25,265.5,0.007,0.037,0.068,1.5,73.46,95.79,97.49,62.3,0.085,32.16,14.41,16.86,0.011,2.537,0.059,9.639,0.198,42.15,51.97,42.99,-0.008,0.016,4.13,4.747,4.744,0.015,0.611,2.781,-0.02,2.097,2.342,"9-Sep-21","GC","FILA",5,"22-Nov-21","12/2/2021","62",NA,NA,NA,NA,0.5117
