NA,PROJECT,SAMPLING_DATE,SITE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,Al,Alr,As,B,Br,Ba,Be,Car,Cd,Co,Cr,Cu,Fe,Fer,Fer.1,Kr,Lir,Mgr,Mn,Mnr,Mo,r,Ni,P,Pb,S,Sr,S.1,Sb,Se,Si,Sir,Sir.1,Sn,Srr,Ti,Tl,Zn,Znr,Al.1,Alr.1,As.1,B.1,Br.1,Ba.1,Be.1,Car.1,Cd.1,Co.1,Cr.1,Cu.1,Fe.1,Fer.2,Fer.1.1,Kr.1,Lir.1,Mgr.1,Mn.1,Mnr.1,Mo.1,r.1,Ni.1,P.1,Pb.1,S.2,Sr.1,S.1.1,Sb.1,Se.1,Si.1,Sir.2,Sir.1.1,Sn.1,Srr.1,Ti.1,Tl.1,Zn.1,Znr.1
260,LTREB,8/17/2021,BG,2,EPIP,7.721280998,51.61706746,9.843113335,15.29906077,8.241935484,10.6426799,0.014019851,1.660049628,1.991315136,2.120347395,7.19E-05,59.36724566,0.001612903,0.006451613,0.00955335,0.255334988,8.110421836,10.56327543,10.74069479,3.915632754,0.012158809,4.343672457,2.004962779,2.506203474,0.000992556,5.351116625,0.006203474,0.796774194,0.037344913,1.859801489,2.256823821,1.79280397,0.000248926,0.003722084,0.412282878,0.482009926,0.479156328,0.003225806,0.157940447,0.290694789,0.00019254,2.029776675,2.369727047,63.63829984,82.17512208,0.108251209,12.81770965,15.37550372,16.37179805,0.000554871,458.3911858,0.012453677,0.049814717,0.0737641,1.971513191,62.62284601,81.56201785,82.93192259,30.23370078,0.093881581,33.5387156,15.48088101,19.35110126,0.007663804,41.31747511,0.047898766,6.152117444,0.288350567,14.3600499,17.42557088,13.84274323,0.001922028,0.028739256,3.183351952,3.721734082,3.69970065,0.024907355,1.219502572,2.244536151,0.001486655,15.67247607,18.29732842
97,LTREB,8/3/2021,BG,3,EPIL,3.642003378,15.46828401,5.152002531,17.80241369,17.58691207,21.01226994,0.010224949,12.13701431,14.21779141,14.85173824,0.000296121,108.1288344,0.003578732,0.023517382,0.016359918,0.371165644,12.05010225,13.54294479,13.58384458,14.92331288,0.017893661,5.879345603,3.033231084,3.416666667,0.00204499,31.80981595,0.010736196,1.169734151,0.059815951,3.792944785,4.053169734,3.468302658,0.001025739,0.00332952,2.926891616,3.287832311,3.321063395,0.004601227,0.425869121,0.486196319,0.000793391,12.58691207,14.36605317,64.05159317,76.5267581,0.037239299,44.20304712,51.78124434,54.09008084,0.001078474,393.8055801,0.013033754,0.085650385,0.059582877,1.351786529,43.8865131,49.32345067,49.47240785,54.35075592,0.065168774,21.41259655,11.04703785,12.44351154,0.00744786,115.8514571,0.039101262,4.260175729,0.217849896,13.81391772,14.76165786,12.63157,0.003735745,0.012126123,10.65974915,11.97429638,12.0953241,0.016757684,1.551016777,1.770728636,0.002889533,45.84157628,52.32121417
55,LTREB,7/7/2021,GC,5,EPIL,2.272890712,70.52274792,29.50969774,41.45681062,28.38810642,31.31455399,0.037558685,24.93740219,28.23161189,29.52269171,0.000959311,118.2316119,0.003762128,0.018380282,0.025172144,0.329107981,12.36306729,13.56807512,13.56807512,28.12989045,0.015140845,6.506259781,3.630672926,3.993740219,0.00067847,66.58059468,0.019061033,1.961658842,0.053865415,2.481220657,2.730829421,4.751956182,0.003613459,0.005095885,2.94600939,3.271517997,3.330985915,0.001645964,0.686619718,0.495461659,0.001214298,25.76682316,29.43661972,64.52306341,71.17455891,0.085366786,56.67998982,64.16736845,67.10185178,0.002180409,268.7275326,0.008550906,0.041776372,0.057213532,0.748026473,28.09990082,30.83875192,30.83875192,63.93616673,0.034413486,14.78801743,8.252122772,9.07733505,0.001542088,151.3304152,0.043323645,4.458636162,0.122430201,5.639543386,6.206876827,10.80067707,0.008212997,0.01158239,6.69595738,7.43580287,7.570966948,0.003741096,1.56061158,1.126130203,0.002759967,58.56517304,66.90621955
395,LTREB,10/13/2021,BN,4,FILA,20.1395211,39.88032036,,89.21363252,3.253301321,3.853541417,0.013005202,0.078831533,0.089235694,0.112044818,0.000115889,54.72188876,0.0010004,0.00220088,0.003801521,0.102440976,3.827531012,4.3757503,4.3777511,22.5090036,0.006202481,2.651060424,2.00280112,2.302921168,0.00140056,0.464785914,0.000319817,1.799319728,0.015006002,14.21968788,16.92276911,14.3817527,0.00040143,0.00130303,0.919967987,1.05962385,1.045218087,0.00240096,0.108043217,0.152460984,0.000310499,0.242496999,0.266506603,65.5199306,77.60847868,0.26191854,1.587629322,1.797164142,2.256528976,0.002333949,1102.072633,0.020147577,0.044324669,0.076560812,2.063112198,77.08464158,88.1255155,88.16581065,453.3205529,0.124914997,53.39108735,40.33545542,46.37972945,0.028206608,9.360565722,0.006440961,36.23743763,0.302213694,286.3777041,340.8164656,289.641612,0.008084608,0.0262424,18.52771469,21.34031689,21.05019172,0.048354185,2.175938648,3.070491204,0.006253301,4.883773428,5.367315354
112,LTREB,8/3/2021,GC,1,EPIL,3.66187948,8.839019434,26.40341377,22.74105572,17.92936803,22.34572491,0.048327138,9.334572491,11.09665428,11.13754647,0.000215321,106.7286245,0.003345725,0.018959108,0.018959108,0.733828996,15.28624535,17.53903346,18.18959108,13.32713755,0.021189591,6.260223048,4.356877323,5.137546468,0.002973978,25.23791822,0.011524164,1.245724907,0.130111524,3.472490706,3.828996283,3.205947955,0.000745853,0.005947955,1.869516729,2.125650558,2.143866171,0.005947955,0.341263941,0.678810409,0.000576904,9.464684015,10.96282528,65.65518488,81.82735151,0.176968155,34.18207946,40.6346106,40.78435288,0.00078848,390.82736,0.012251642,0.069425969,0.069425969,2.687193342,55.97638817,64.22582673,66.60809033,48.80237152,0.077593728,22.92418232,15.95435967,18.81307599,0.010890349,92.41821485,0.0422001,4.561694475,0.47645272,12.71584246,14.02132292,11.73979503,0.002731224,0.021780694,6.845944947,7.78387616,7.850579539,0.021780694,1.249667423,2.485721908,0.002112553,34.65853218,40.14454494
245,LTREB,8/3/2021,BN,1,EPIP,5.145572028,30.36834534,6.010533215,14.12006364,12.76595745,15.83816892,0.000791236,8.468729852,9.835589942,9.996776273,0.000186722,118.2140554,0.001934236,0.014829142,0.011605416,0.238878143,8.168923275,9.284332689,9.303675048,10.4964539,0.01450677,4.75177305,2.908446164,3.359123146,0.001611863,22.1308833,0.007092199,0.947453256,0.039651838,2.784655061,3.072533849,2.64764668,0.000646791,0.00483559,1.316892328,1.458736299,1.498710509,0.006125081,0.368471954,0.335912315,0.000500281,8.236621534,9.600257898,65.68815357,81.49643897,0.004071362,43.57645944,50.60973648,51.43913236,0.000960792,608.2789368,0.009952751,0.076304418,0.059716504,1.229164691,42.0337831,47.77320258,47.87273008,54.01025958,0.07464563,24.45059049,14.96561923,17.2846101,0.008293957,113.8760541,0.036493421,4.875188972,0.204031388,14.32864319,15.80994423,13.6236567,0.00332811,0.024881877,6.776164327,7.506032696,7.711722873,0.031517045,1.89599898,1.728461012,0.002574232,42.38212937,49.3988185
149,LTREB,8/17/2021,BG,6,EPIL,11.45798816,58.40066412,21.5831083,42.90728361,5.75307748,7.347031137,0.0076937,1.116944243,1.316980449,1.315170167,5.24E-05,106.4446054,0.001629254,0.004435192,0.006245474,0.178131789,5.516835626,7.16871832,7.273714699,2.894641564,0.010499638,3.721940623,1.58128168,2.038377987,0.001357712,3.753620565,0.00416365,0.738233164,0.027516293,2.254706734,2.571506155,2.128892107,0.000181603,0.00307748,0.342324403,0.389753802,0.382512672,0.00615496,0.246379435,0.209902245,0.000140466,1.354091238,1.562273715,65.91869365,84.18219578,0.088154324,12.79793391,15.08994639,15.0692042,0.000600707,1219.641028,0.018667973,0.050818377,0.071560567,2.041031929,63.21183728,82.13908963,83.3421369,33.16676877,0.120304728,42.64595159,18.11830677,23.35571084,0.015556648,43.00893999,0.047707052,8.458666852,0.315281359,25.83440306,29.46428708,24.39282056,0.002080805,0.035261729,3.922348956,4.465794449,4.382825667,0.070523459,2.823012649,2.405057438,0.001609458,15.51516137,17.90051373
346,LTREB,8/17/2021,GC,2,FILA,23.8700292,46.7672986,,49.76307763,2.824139143,3.271257906,0.007993675,0.051563598,0.06113844,0.079936753,5.09E-05,41.39142656,0.000614898,0.00237175,0.003162333,0.098647224,4.023190443,4.916549543,4.947294448,6.405481377,0.005797611,2.216268447,1.247364722,1.481026001,0.000966268,0.242884751,0.00272312,0.917955025,0.008608573,4.702213633,5.935523542,4.764581869,0.000176243,0.001932537,0.339599438,0.396082221,0.39573085,0.002283907,0.079585383,0.162333099,0.000136321,0.180955727,0.204848911,67.41228381,78.08502174,0.190809256,1.23082459,1.459376348,1.908092628,0.001214498,988.0145606,0.014677633,0.056613742,0.075484981,2.354712117,96.03367335,117.3581812,118.0920629,152.8990275,0.138389144,52.90239254,29.77463234,35.35213389,0.023064845,5.797666099,0.065000954,21.91161325,0.205486889,112.2419767,141.6811203,113.7307083,0.004206926,0.046129715,8.106248501,9.454494181,9.446106945,0.054516927,1.899705416,3.874895813,0.003253986,4.319418487,4.889749487
353,LTREB,8/17/2021,BG,2,FILA,9.222266324,42.80729132,,37.95232922,7.356861273,9.489393655,0.012389713,0.029097053,0.035291909,0.180495589,5.44E-05,99.77473249,0.001407922,0.004223766,0.007602778,0.192697578,7.36437019,10.56880045,10.77529566,7.406607847,0.014830111,4.887366247,2.2686315,3.155622301,0.001595645,0.379294162,0.004880796,1.490519992,0.028158438,5.528440023,7.203867092,5.750891684,0.000188319,0.00384832,0.502346537,0.579500657,0.575558476,0.006007133,0.216632251,0.327013328,0.000145661,0.339496903,0.404824479,67.84693397,87.51371554,0.114261233,0.268340772,0.325471384,1.664578392,0.000501376,920.1491554,0.012984232,0.038952695,0.070114844,1.777108384,67.9161832,97.46829248,99.3726463,68.30571012,0.136767233,45.07259315,20.92192388,29.10198928,0.014715463,3.497951777,0.045012001,13.74597233,0.259684615,50.98474625,66.43598089,53.03625471,0.001736728,0.035490232,4.632773551,5.344309394,5.307953551,0.05539938,1.997840313,3.015804002,0.001343325,3.130930856,3.73339916
173,LTREB,9/22/2021,DL,3,EPIL,5.479958213,72.6974273,16.67616641,19.45919839,12.87307488,15.41157727,0.022304833,7.275624004,8.380244291,8.433351036,0.000153801,120.3398832,0.00212427,0.012214551,0.011683484,0.439989379,10.06372809,11.92246415,12.00743494,9.85661179,0.016463091,4.662772172,2.033722783,2.356877323,0.00212427,19.16622411,0.007169411,0.6362188,0.058948486,2.103292618,2.772172066,2.342804036,0.000532752,0.001729299,1.32023367,1.504779607,1.531864047,0.006903877,0.281200212,0.535315985,0.000412075,6.882634095,8.36165693,70.54391242,84.45479944,0.122229553,39.87011552,45.92338853,46.21441127,0.000842823,659.4575313,0.011640911,0.066935229,0.064025004,2.411123411,55.1488094,65.33460534,65.80024172,54.01382073,0.090217051,25.55179666,11.14471587,12.91558924,0.011640911,105.0301072,0.039288073,3.486452438,0.32303524,11.52595566,15.19138708,12.83846822,0.002919459,0.009476486,7.234825343,8.246129366,8.394550966,0.037832957,1.540965411,2.933509229,0.002258154,37.71654724,45.82153057
31,LTREB,6/22/2021,BN,3,EPIL,6.383736258,62.2823499,14.75215975,17.79374613,11.5001654,11.79457493,0.025636785,0.083476679,0.088504797,0.325669864,0.000651009,27.83658617,0.002193186,0.006045319,0.011333113,0.285808799,10.41515051,12.04598081,12.17499173,2.27257691,0.010499504,4.358253391,0.832616606,0.894806484,0.000143415,2.299040688,0.009495534,2.507442937,0.050115779,1.133972875,1.135626861,2.016209064,0.000331847,0.001077165,0.520509428,0.547138604,0.555243136,0.000347923,0.072113794,0.406053589,0.000256678,0.671518359,0.691862388,73.41402284,75.29345563,0.163658474,0.532893102,0.564991282,2.078990519,0.00415587,177.7014244,0.014000721,0.038591722,0.072347604,1.824527993,66.48757394,76.89836446,77.72193615,14.50753162,0.067026064,27.82194019,5.315204817,5.712208596,0.000915524,14.6764694,0.060616985,16.00685439,0.319925916,7.238983758,7.249542368,12.87094691,0.002118424,0.006876337,3.322794908,3.492788545,3.544525739,0.002221049,0.460355441,2.592139019,0.001638565,4.286796096,4.416667012
345,LTREB,8/17/2021,WS,5,FILA,15.33371077,91.0500342,,135.489002,4.803809524,5.920634921,0.019873016,0.023301587,0.027746032,0.082984127,3.68E-05,16.86984127,0.000380952,0.002730159,0.006857143,0.126920635,5.991746032,8.323809524,8.558730159,6.501587302,0.012507937,3.665396825,1.42984127,1.827936508,0.001650794,0.298285714,0.005650794,0.962539683,0.014857143,3.44,4.408888889,3.525079365,0.000127387,0.001079365,0.364952381,0.424,0.425587302,0.001206349,0.034095238,0.247365079,9.85E-05,0.145587302,0.173396825,73.66022584,90.78530345,0.304727079,0.357299796,0.42544963,1.272454602,0.000563903,258.6772668,0.005841408,0.041863468,0.105145447,1.946164308,91.87570066,127.6348877,131.2370928,99.69345923,0.191793088,56.20413477,21.92477248,28.02904972,0.025312798,4.573826865,0.086647641,14.7593051,0.227815134,52.74796505,67.60462704,54.05254742,0.001953315,0.016550671,5.596074255,6.501493366,6.525832596,0.018497807,0.522806518,3.793024576,0.001510855,2.232393581,2.658816763
104,LTREB,8/3/2021,DL,2,EPIL,7.598516839,24.04891412,12.11845933,46.59513262,9.803536346,11.64047151,0.009332024,6.660117878,7.937131631,8.163064833,0.000284486,208.497053,0.003929273,0.013752456,0.01129666,0.37475442,9.120825147,10.19155206,10.14734774,9.828094303,0.016208251,5.348722986,2.301571709,2.599214145,0.002455796,19.99508841,0.007858546,1.048133595,0.04518664,3.122298625,3.452848723,2.862475442,0.000985435,0.003198694,1.893909627,2.143418468,2.188113949,0.010314342,0.457269155,0.345284872,0.000762217,7.367387033,8.217092338,74.49233601,88.45031878,0.070909542,50.60701785,60.31042835,62.02718559,0.002161672,1584.268368,0.029856647,0.104498268,0.085837861,2.847577771,69.30474347,77.44067994,77.10479267,74.67894006,0.123158668,40.64236168,17.48853139,19.75017245,0.018660407,151.933016,0.059713294,7.964260771,0.343351445,23.72483868,26.23652916,21.75056785,0.007487844,0.02430533,14.39090419,16.28680132,16.62642069,0.078373701,3.474567374,2.623652914,0.005791719,55.98121443,62.4377145
389,LTREB,10/13/2021,GR,2,FILA,18.17850514,28.73189569,,76.3340827,4.209748892,5.315467398,0.017408736,0.031230217,0.038088204,0.119539987,6.11E-05,95.3365689,0.000949567,0.001899135,0.003903777,0.186642752,4.536822114,5.794471407,5.826123655,9.096855877,0.008229584,2.47098544,2.110149821,2.747415066,0.001793627,0.427832876,0.001477105,1.056129985,0.020151931,5.5845115,6.807343321,5.658366744,0.000633045,0.00253218,0.58493353,0.690230006,0.686537244,0.005591897,0.135471618,0.198248576,0.000163734,0.217345432,0.249841739,76.52694187,96.62725142,0.316464797,0.56771866,0.692386612,2.173058268,0.001110912,1733.076308,0.017261709,0.034523435,0.07096483,3.392886227,82.47264412,105.3348283,105.9102188,165.3672413,0.149601535,44.91882152,38.35936937,49.9438989,0.032605458,7.777362135,0.026851561,19.19886436,0.366331981,101.518071,123.7473256,102.8606489,0.011507812,0.046031247,10.63321718,12.54734971,12.48022082,0.101652328,2.462671504,3.603862758,0.002976439,3.951015053,4.541749337
332,LTREB,8/3/2021,BN,1,FILA,16.56674854,71.95929676,,32.18597777,4.673133138,6.025777305,0.008038799,0.038865267,0.046771193,0.133802817,3.85E-05,108.2248206,0.001727345,0.002458145,0.004251927,0.164695721,4.069226681,5.607892639,5.696917353,5.900212596,0.009234653,3.457347861,1.668216848,2.409646559,0.001395163,0.324541589,0.002591018,1.092213659,0.02185756,5.90287005,7.327929843,5.863672602,0.000531491,0.003321818,0.283218177,0.32726548,0.324076535,0.006444326,0.217645496,0.175458411,0.000103101,0.28188945,0.335503588,77.41862159,99.82753737,0.133176762,0.643871105,0.774846593,2.216677623,0.000637502,1792.933389,0.02861649,0.04072347,0.070440605,2.728472595,67.41385518,92.90454719,94.37939724,97.74733841,0.152988174,57.27701263,27.63692903,39.92000861,0.023113315,5.376598896,0.042924744,18.09442904,0.3621087,97.79136378,121.399971,97.14198952,0.008805078,0.055031724,4.69200432,5.421724913,5.368894463,0.106761528,3.605678203,2.906775374,0.001708048,4.669991634,5.558203577
39,LTREB,7/7/2021,WS,3,EPIL,0.675319792,7.0997436,2.020627903,1.607077168,116.942446,125.2158273,0.086330935,126.2230216,141.7266187,155.2517986,0.0020835,116.9064748,0.003535971,0.058884892,0.111690647,0.511510791,14.18705036,15.39928058,15.39928058,128.8848921,0.039064748,16.5,10.47482014,11.55755396,0.010989209,333.3093525,0.076726619,1.722302158,0.061043165,4.086330935,4.424460432,6.298561151,0.025406475,0.023426408,10.42446043,11.73741007,12.02158273,0.007566698,2.371582734,0.644604317,0.005582277,133.0215827,154.1366906,78.97354831,84.56072645,0.058300989,85.24090469,95.71079066,104.8446123,0.001407029,78.94925625,0.002387911,0.039766133,0.075426905,0.345433361,9.580795898,10.39943896,10.39943896,87.03851852,0.026381197,11.14277657,7.073853358,7.805044936,0.00742123,225.0904026,0.051815004,1.163104735,0.041223657,2.759580157,2.987925699,4.253543006,0.017157495,0.015820317,7.039844449,7.926505327,8.118412749,0.005109941,1.601576759,0.435314053,0.003769822,89.83210756,104.0915578
25,LTREB,6/22/2021,GC,2,EPIL,10.04093901,33.05512665,32.08657589,44.85473035,7.871253406,8.188010899,0.023841962,0.260422343,0.269754768,0.567779292,0.000513965,128.099455,0.00338658,0.005527929,0.011641689,0.20606267,8.484332425,9.311989101,9.349455041,3.477520436,0.008324251,3.780653951,2.132152589,2.308242507,0.000295329,5.895776567,0.009386921,2.033719346,0.035865123,3.162125341,3.396798365,6.02520436,0.00068336,0.002218168,2.139986376,2.248637602,2.29393733,0.000716465,0.217064033,0.36239782,0.000528567,0.780653951,0.808923706,79.03477538,82.21531805,0.239395686,2.614884863,2.708591173,5.701037242,0.005160691,1286.238815,0.034004443,0.055505598,0.116893489,2.069062702,85.19066442,93.50111462,93.87730784,34.9175706,0.083583297,37.96131574,21.40881411,23.17692223,0.00296538,59.19913293,0.094253501,20.42045192,0.360119513,31.75070769,34.10704521,60.4987095,0.006861576,0.02227249,21.48747268,22.57843302,23.03328482,0.007193981,2.179526717,3.638814408,0.005307309,7.83849871,8.122353596
130,LTREB,8/17/2021,DL,3,EPIL,9.470377966,67.22214582,4.522105479,9.771343333,8.348672101,11.55666579,0.038456482,1.480410202,1.733499869,1.738758875,3.81E-05,100.841441,0.002695241,0.005390481,0.008085722,0.524257165,6.564554299,10.26163555,10.6100447,4.194714699,0.014067841,4.110570602,2.113463055,3.207993689,0.002103602,4.43465685,0.005521956,0.76518538,0.054102025,2.632789903,3.251380489,2.672889824,0.000131892,0.00190639,0.451551407,0.518275046,0.51275309,0.006442282,0.175650802,0.387917434,0.000102016,1.596108336,1.986589535,79.06508031,109.4459931,0.36419742,14.02004416,16.41689896,16.46670374,0.000360595,955.0065609,0.025524951,0.051049892,0.076574843,4.964913504,62.16881039,97.18156721,100.4811335,39.72553366,0.133227771,38.92865726,20.01529395,30.38091275,0.019921906,41.99787652,0.05229501,7.246594763,0.512366625,24.93351549,30.79180214,25.31327689,0.001249067,0.018054234,4.276362495,4.908260576,4.855965566,0.061010846,1.663479485,3.67372472,0.00096613,15.11574922,18.81375376
138,LTREB,8/17/2021,GC,1,EPIL,5.81083685,14.73462201,52.00698981,21.27747074,13.60869565,16.53623188,0.001185707,13.98550725,16.4057971,16.31884058,0.000279813,180.5797101,0.001932367,0.019323671,0.011111111,0.195652174,5.589371981,6.289855072,6.231884058,16.10144928,0.014975845,4.64589372,2.180193237,2.453140097,0.002415459,35.97101449,0.006280193,1.572463768,0.02705314,3.092270531,3.575845411,3.053623188,0.000969249,0.003146155,2.277777778,2.557004831,2.619806763,0.007729469,0.55942029,0.246376812,0.000749697,12.89371981,15.39130435,79.07791016,96.08934557,0.00688995,81.26750089,95.33141034,94.82612019,0.001625948,1049.319234,0.011228669,0.1122867,0.064564853,1.136902862,32.47892868,36.54932163,36.21246153,93.56289481,0.087022192,26.99653043,12.6687472,14.25479687,0.014035838,209.0216965,0.036493177,9.137330408,0.157201383,17.96867955,20.77865428,17.74410615,0.005632148,0.018281793,13.23579505,14.8583379,15.22326968,0.044914683,3.250700036,1.431655458,0.004356367,74.92330221,89.43635849
116,LTREB,8/3/2021,BG,1,EPIL,7.051339446,36.12189225,9.469559538,17.56282307,11.33422104,15.05992011,0.017976032,3.087882823,3.623169108,3.676431425,7.71E-05,87.16378162,0.002663116,0.009054594,0.011451398,0.327829561,9.234354194,12.0758988,12.31158455,5.559254328,0.015046605,5.142476698,1.800266312,2.194407457,0.001331558,8.580559254,0.007856192,1.109587217,0.046604527,2.976031957,3.303595206,2.777629827,0.000267157,0.003462051,0.794673768,0.919840213,0.917576565,0.004926764,0.235552597,0.413715047,0.000206641,3.318242344,3.873501997,79.92143991,106.1926087,0.126755104,21.77370995,25.54819525,25.92376593,0.000543839,614.6214116,0.018778535,0.063847016,0.080747694,2.311637515,65.11456599,85.15126155,86.81316178,39.20018933,0.106098719,36.26134879,12.69428886,15.47351186,0.009389267,60.50443594,0.055396677,7.824076112,0.32862434,20.98501153,23.29477119,19.58601077,0.001883815,0.024412097,5.603514487,6.486105578,6.470143828,0.034740285,1.660961319,2.91724523,0.001457096,23.39805313,27.31337743
30,LTREB,6/22/2021,BN,2,EPIL,6.229404173,28.78994902,21.87867763,12.51268301,12.84641068,12.4624374,0.015025042,14.22370618,14.32387312,16.41903172,0.000483483,80.79298831,0.001953255,0.009883139,0.0110601,0.11327212,4.306343907,4.500834725,4.525041736,13.19699499,0.006410684,3.079298831,1.179465776,1.252086811,0.000723777,33.58096828,0.01009182,2.378964942,0.022771285,1.493322204,1.412353923,3.704507513,0.001674746,0.005436178,1.191986644,1.228714524,1.242904841,0.001755878,0.342570952,0.163021703,0.001295387,14.12353923,14.84140234,80.0254843,77.63355955,0.093597059,88.60521463,89.22919499,102.2807847,0.003011811,503.2921785,0.012167615,0.061566067,0.068897833,0.705617817,26.8259567,28.03751862,28.18831387,82.20941566,0.039934742,19.18219699,7.347369027,7.799754805,0.004508699,209.1894239,0.062866026,14.81953414,0.141851538,9.302507569,8.798123422,23.07687456,0.01043267,0.03386415,7.425366574,7.654159383,7.742556603,0.010938074,2.134012918,1.015528077,0.008069489,87.98123422,92.45309367
105,LTREB,8/3/2021,DL,3,EPIL,8.046313723,42.48107568,9.971372652,48.22819462,10.1298269,12.37683089,0.03229028,5.499334221,6.511318242,6.631158455,0.000192814,96.00532623,0.003328895,0.013315579,0.012316911,0.567909454,11.07523302,12.66311585,12.72303595,8.298934754,0.014314248,4.733688415,2.719707057,3.104860186,0.002330226,15.72237017,0.008322237,0.890479361,0.063249001,2.88482024,3.148801598,2.648135819,0.000667891,0.004993342,1.526631158,1.72436751,1.777962716,0.005326232,0.279960053,0.446071904,0.000516602,6.055259654,6.857523302,81.5077652,99.58786424,0.259817723,44.24936841,52.39210933,53.35638128,0.001551442,772.4889739,0.026785334,0.107141326,0.09910573,4.569577633,89.11479943,101.8914028,102.3735388,66.7758326,0.11517693,38.08874205,21.88361622,24.98267912,0.018749729,126.5071229,0.06696333,7.165076302,0.508921305,23.21216869,25.33624551,21.30773158,0.005374061,0.040177996,12.28375324,13.87480196,14.3060458,0.042856534,2.252646416,3.589234483,0.004156742,48.72251885,55.17778385
99,LTREB,8/3/2021,WS,2,EPIL,5.098804729,12.31733727,8.82265088,14.26994803,16.02473498,19.16961131,0.032685512,14.46113074,17.31448763,18.99293286,0.000511672,90.98939929,0.002650177,0.029151943,0.020318021,0.511484099,11.63427562,13.10070671,13.09187279,18.40106007,0.024734982,7.490282686,9.231448763,10.5565371,0.005300353,40.75971731,0.021201413,1.435512367,0.053886926,3.697879859,4.21819788,3.469964664,0.00177239,0.005753129,2.137809187,2.498233216,2.50795053,0.001858253,0.406360424,0.491166078,0.001370913,15.54770318,18.44522968,81.7069945,97.7421048,0.166657043,73.7344818,88.28319141,96.84125588,0.002608916,463.9371794,0.013512735,0.148640065,0.103597622,2.607957543,59.32089955,66.79794533,66.75290289,93.8234121,0.126118843,38.19148878,47.06935461,53.82572129,0.027025465,207.8258394,0.108101865,7.319397245,0.274758913,18.85476731,21.5077673,17.69267224,0.009037071,0.029334081,10.90027159,12.73800334,12.78755002,0.009474869,2.071952452,2.504359921,0.006990018,79.2747025,94.04862432
208,LTREB,10/13/2021,BN,3,EPIL,10.51679627,68.543322,25.64134064,84.89661038,7.886660589,10.11394713,0.001671225,3.56426618,4.120328168,4.156791249,8.80E-05,139.4408994,0.001063507,0.00607718,0.006836828,0.144788818,5.402613187,6.60437557,6.61045275,5.297781829,0.012002431,3.989668794,0.964296566,1.121543604,0.001367366,10.0319052,0.004254026,0.771498025,0.025372227,1.78821027,2.312367062,2.031297478,0.000759648,0.000989447,1.073230021,1.261318748,1.258735947,0.007748405,0.299604983,0.251291401,0.000235775,3.365238529,3.942570647,82.94240267,106.3663215,0.017575933,37.48466127,43.33265191,43.7161267,0.000925473,1466.471531,0.011184686,0.063912464,0.071901527,1.522714501,56.81818221,69.45687236,69.52078482,55.71569218,0.126227122,41.95853389,10.14131053,11.79504559,0.01438031,105.5035032,0.044738725,8.113687552,0.266834542,18.8062431,24.31869329,21.36274174,0.007989063,0.010405813,11.28694148,13.2650323,13.23786951,0.081488397,3.150884568,2.642780469,0.002479598,35.39152801,41.46321227
238,LTREB,7/20/2021,GC,3,EPIP,2.507896387,13.64435937,4.612424824,6.275363391,33.2127615,38.00657904,0.029015606,38.65765834,44.82365971,49.50363396,0.001171862,57.82312805,0.002623963,0.043910005,0.030473459,0.417255885,14.04878691,15.4116201,15.3878479,44.05351402,0.021086566,7.512156309,3.276174429,3.492838147,0.002880112,105.3186957,0.018297013,2.161589595,0.063705663,3.015728207,3.469766919,3.419405515,0.006651879,0.011828912,5.099986862,5.75985973,5.824624131,0.003820722,0.870098765,0.581677894,0.00281871,42.15375212,46.53607577,83.29416457,95.31656227,0.072768134,96.94940169,112.4130942,124.1499848,0.002938909,145.0144139,0.006580628,0.110121744,0.076424278,1.046434526,35.23290194,38.65074637,38.59112814,110.4816487,0.052882921,18.83970967,8.216306014,8.759676169,0.007223023,264.1283763,0.045887012,5.421042735,0.159767201,7.563133874,8.70181592,8.575514738,0.016682224,0.029665684,12.79023862,14.44513141,14.60755381,0.009581976,2.182117549,1.458787889,0.007069033,105.7172426,116.7076563
109,LTREB,8/3/2021,GR,3,EPIL,8.745484837,43.64791978,13.43624489,25.8648358,9.681688126,11.83476395,0.010014306,5.833333333,6.967095851,7.17453505,0.000207158,94.13447783,0.002503577,0.01323319,0.013948498,0.300786838,10.57224607,12.1602289,12.17095851,8.994992847,0.013948498,4.771101574,2.482832618,2.829756795,0.001788269,16.45922747,0.008226037,1.505364807,0.042203147,2.583690987,2.891630901,2.376251788,0.000717577,0.002329235,1.610872675,1.839771102,1.875894134,0.005007153,0.280042918,0.418097282,0.000555033,6.28397711,7.163805436,84.6710567,103.5007487,0.087579961,51.01532821,60.93063112,62.74478749,0.001811697,823.2516485,0.021894995,0.115730662,0.121986378,2.630526731,92.4594177,106.3470975,106.4409331,78.66557355,0.121986378,41.72559647,21.71357501,24.74759514,0.015639279,143.9439243,0.071940682,13.16514509,0.369086982,22.59563035,25.2887142,20.78147398,0.006275559,0.020370289,14.08786255,16.08969028,16.4056037,0.043789981,2.449111093,3.65646344,0.004854033,54.95642653,62.65095182
