NA,PROJECT,SAMPLING_DATE,SITE,FIELD.REP,SAMPLE_DESCRIPTOR,OM.AREA.g.m2,ASH.AREA.g.m2,PHICOCYANIN.MG.M2,TOTAL.MG.M2.RITCHIE,Al,Alr,As,B,Br,Ba,Be,Car,Cd,Co,Cr,Cu,Fe,Fer,Fer.1,Kr,Lir,Mgr,Mn,Mnr,Mo,r,Ni,P,Pb,S,Sr,S.1,Sb,Se,Si,Sir,Sir.1,Sn,Srr,Ti,Tl,Zn,Znr,Al.1,Alr.1,As.1,B.1,Br.1,Ba.1,Be.1,Car.1,Cd.1,Co.1,Cr.1,Cu.1,Fe.1,Fer.2,Fer.1.1,Kr.1,Lir.1,Mgr.1,Mn.1,Mnr.1,Mo.1,r.1,Ni.1,P.1,Pb.1,S.2,Sr.1,S.1.1,Sb.1,Se.1,Si.1,Sir.2,Sir.1.1,Sn.1,Srr.1,Ti.1,Tl.1,Zn.1,Znr.1
223,LTREB,7/7/2021,GC,4,EPIP,1.980595096,6.764889742,2.500179783,1.958782827,42.78571429,46.9,0.06,41.17142857,46.15714286,51.5,0.000827447,46.45714286,0.003408571,0.026814286,0.037185714,0.609714286,19.2,20.55714286,20.48571429,45.45714286,0.022357143,8.708571429,5.024285714,5.372857143,0.001238692,108.0714286,0.026742857,1.91,0.089814286,2.487142857,2.81,3.477142857,0.008108571,0.009303631,6.391428571,7.127142857,7.22,0.00300506,0.924714286,0.693142857,0.002216961,45.08571429,48.95714286,84.7411759,92.88991,0.118835706,81.54392952,91.41861079,102.0006474,0.001638837,92.01278932,0.006750999,0.053108243,0.073649843,1.207597125,38.02742584,40.71537634,40.57390526,90.03219423,0.044280448,17.24815387,9.951075646,10.64145451,0.002453347,214.0457415,0.052966771,3.782936633,0.177885734,4.926022946,5.56547222,6.886812091,0.016059796,0.018426726,12.65883208,14.11598419,14.29989659,0.005951807,1.83148458,1.372835343,0.004390902,89.29654462,96.96427706
102,LTREB,8/3/2021,WS,5,EPIL,4.349358769,14.77846636,6.089102277,11.1042492,19.4984326,24.09090909,0.012539185,26.92789969,31.30094044,34.51410658,0.000907857,88.9184953,0.001567398,0.045454545,0.021943574,0.420062696,10.66144201,11.3369906,11.29467085,31.75548589,0.02507837,7.412225705,8.448275862,9.277429467,0.004702194,72.93103448,0.017241379,2.032915361,0.051724138,4.656739812,5.387147335,4.410658307,0.003144743,0.010207745,2.559561129,2.960815047,2.94984326,0.003297088,0.612852665,0.437304075,0.002432403,28.52664577,31.95924765,84.80567881,104.7800067,0.054537414,117.1190966,136.1390198,150.1142321,0.003948596,386.7384373,0.006817176,0.197698124,0.095440476,1.82700337,46.3704363,49.30863948,49.1245757,138.116001,0.109074828,32.23842887,36.7445827,40.35086921,0.020451529,317.2032343,0.074988943,8.841878252,0.224966833,20.25383214,23.4306365,19.18353538,0.013677616,0.044397145,11.13244964,12.87764689,12.82992665,0.014340219,2.665516113,1.901992313,0.010579393,124.0726169,139.002234
11,LTREB,6/22/2021,BN,5,EPIL,8.535031994,59.31847236,26.60369472,25.23200583,10.01253133,10.21303258,0.021303258,0.171512114,0.180367586,0.474101921,0.000565163,40.50543024,0.002229323,0.005501253,0.010572264,0.238053467,10.06265664,10.70175439,10.72263993,2.8053467,0.00924812,3.943609023,0.883040936,0.932330827,0.000362191,4.7786132,0.009168755,2.719715957,0.044152047,1.229741019,1.207602339,2.471595656,0.000838073,0.00272036,0.542188805,0.568086884,0.57101086,0.000878673,0.088888889,0.344569758,0.000648234,0.843776107,0.858813701,85.45727524,87.16855983,0.181823989,1.46386138,1.539443117,4.046475064,0.004823684,345.715143,0.019027343,0.04695337,0.090234611,2.031793957,85.88509637,91.33981611,91.51807486,23.94372384,0.078933,33.65882918,7.536782641,7.957473437,0.003091312,40.78561655,0.078255617,23.21286271,0.376839134,10.49587894,10.3069246,21.095148,0.00715298,0.02321836,4.627598797,4.84863973,4.873595959,0.007499502,0.758669512,2.940913909,0.005532698,7.201656069,7.330002415
213,LTREB,6/22/2021,BN,5,EPIP,3.633819101,32.05547564,5.714613134,2.739832549,23.55277476,26.03101197,0.047062024,8.133841132,8.72687704,9.532100109,0.001178727,22.88628945,0.003041349,0.011863439,0.02265778,0.465179543,16.31392818,19.40152339,19.64091404,11.07453754,0.018473885,7.290533188,1.679542982,1.829434168,0.000235877,22.2796518,0.01672198,1.253536453,0.077693145,1.378944505,1.50788901,1.968171926,0.000545796,0.001771638,4.420565832,4.795973885,4.815016322,0.000572237,0.203890098,0.70429815,0.000422164,8.626224157,9.741566921,85.5865228,94.59198851,0.171014882,29.55690727,31.71189248,34.63792745,0.004283281,83.16463575,0.011051712,0.043109591,0.082334274,1.690378309,59.28186383,70.50162628,71.3715286,40.24286605,0.067130756,26.49247876,6.103155369,6.647832824,0.000857134,80.96022427,0.06076465,4.555124707,0.282322834,5.010834881,5.479395887,7.151980739,0.001983324,0.006437812,16.06353656,17.42770151,17.49689828,0.002079406,0.740899733,2.55929207,0.001534068,31.34613811,35.39909195
108,LTREB,8/3/2021,GR,2,EPIL,9.620033321,44.91706734,24.21277504,29.94224902,8.934634975,11.10356537,0.005942275,6.086587436,7.393887946,7.236842105,0.000245846,207.7249576,0.003820034,0.012308998,0.010186757,0.355687606,8.179117148,9.634974533,9.596774194,9.261460102,0.016129032,5.182512733,2.143039049,2.500424448,0.002546689,18.82852292,0.00721562,0.988964346,0.041595925,2.812818336,3.322580645,2.717317487,0.00085159,0.002764237,1.820033956,2.12860781,2.173599321,0.010611205,0.44991511,0.316213922,0.00065869,6.353989813,7.614601019,85.95148617,106.8166688,0.057164884,58.55317395,71.12944841,69.61866219,0.002365047,1998.321014,0.036748854,0.118412971,0.097996942,3.421726622,78.6833795,92.68877605,92.32128752,89.09555478,0.155161825,49.85594518,20.61610706,24.05416651,0.024499233,181.1310179,0.069414505,9.513869962,0.400154185,27.05940612,31.96333652,26.14068477,0.008192324,0.026592052,17.5087873,20.47727806,20.91009789,0.102080146,4.32819835,3.041988466,0.00633662,61.12559372,73.25271553
341,LTREB,8/3/2021,BG,2,FILA,16.56012407,10.18511487,,27.35758194,5.214224507,6.484147386,0.014395887,0.04353042,0.04772922,0.1520994,4.96E-05,55.18423308,0.001456727,0.003684662,0.005998286,0.176263925,5.426735219,7.009425878,7.132819195,5.294772922,0.008226221,3.290488432,2.853470437,4.200514139,0.000942588,0.346958012,0.003684662,1.289631534,0.024507284,5.642673522,6.870608398,5.616109683,0.000171923,0.003513282,0.380119966,0.437532134,0.43907455,0.003084833,0.129562982,0.209511568,0.00013298,0.28714653,0.327592117,86.34820476,107.3782852,0.238397675,0.720869156,0.790401805,2.518784935,0.000821922,913.8577465,0.02412358,0.06101846,0.09933236,2.918952467,89.86740852,116.0769622,118.1203708,87.68209651,0.13622724,54.49089668,47.25382447,69.5610353,0.015609374,5.745667726,0.06101846,21.35645821,0.405843664,93.44337361,113.7781275,93.00347314,0.002847066,0.058180386,6.294833798,7.245586424,7.271129024,0.051085217,2.145579057,3.46953756,0.002202165,4.755182163,5.424966102
146,LTREB,8/17/2021,BG,2,EPIL,9.470377966,-13.10068952,23.7232968,39.15418071,9.150197628,11.30434783,0.008752117,4.121964992,4.864483343,5.093167702,0.000163527,92.94184077,0.001976285,0.009881423,0.009881423,0.243929983,8.946922643,10.33879164,10.36702428,6.600790514,0.012987013,4.545454545,1.976002259,2.248729531,0.001411632,12.06662902,0.006493506,0.902597403,0.038396386,2.41445511,2.753811406,2.256352343,0.000566444,0.005081875,0.92377188,1.05985319,1.054771316,0.004517222,0.254093732,0.325239977,0.000438135,4.63297572,5.338791643,86.65583,107.0564466,0.082885856,39.03656644,46.06849587,48.23422318,0.001548662,880.1943609,0.018716166,0.093580811,0.093580811,2.310109136,84.73073906,97.91226454,98.17963831,62.51198104,0.122991922,43.04717257,18.71348825,21.2963186,0.013368689,114.2755376,0.061495956,8.547938558,0.363628288,22.86580247,26.07963486,21.36850951,0.005364439,0.048127277,8.748468858,10.0372103,9.98908303,0.0427798,2.406363681,3.080145512,0.004149304,43.87603118,50.56037474
100,LTREB,8/3/2021,WS,3,EPIL,20.62437868,53.70931948,27.41323666,8.014694569,4.239414532,5.526224081,0.04556543,1.122146715,1.331242377,1.594354417,5.05E-05,104.8963234,0.004791776,0.01010629,0.010977522,0.255009584,4.579194982,5.873845618,5.930475693,2.672939537,0.011064645,3.465760585,6.112563164,23.41000174,0.011761631,3.684439798,0.031538596,1.529883255,0.021345182,3.119010281,3.740198641,2.962188535,0.000522739,0.010890399,0.277748737,0.32122321,0.315734449,0.006098623,0.158738456,0.173375152,0.000135204,1.625718766,1.911482837,87.43529069,113.9749381,0.939758683,23.14357878,27.4560469,32.88256925,0.001040766,2163.421496,0.098827403,0.208435952,0.226404571,5.259414227,94.44305136,121.1444163,122.3123764,55.1277172,0.228201428,71.47915872,126.0678174,482.8167408,0.242576332,75.98928162,0.650463947,31.55289159,0.440231117,64.32764914,77.13927311,61.09329807,0.010781167,0.224607713,5.72839513,6.625029124,6.511826838,0.12578031,3.273882028,3.575754789,0.002788498,33.52943946,39.42314587
333,LTREB,8/3/2021,BN,3,FILA,17.23238431,28.35844417,,73.40218508,5.165196591,6.564508895,0.010165944,0.055837943,0.063761399,0.128419794,4.33E-05,82.14979818,0.001569741,0.002765735,0.00538197,0.164374346,4.921512932,6.529376588,6.634026013,7.351622066,0.009194199,3.423531171,1.608611153,2.128120795,0.001345493,0.346688593,0.003288982,1.019584392,0.023247122,6.804455075,8.319629242,6.807445059,0.000149974,0.002989984,0.323366721,0.371879205,0.369561967,0.004783974,0.157048886,0.203393631,0.000116002,0.309687547,0.353042308,89.00865269,113.1221401,0.175183454,0.962220893,1.098760932,2.212979243,0.000746092,1415.636893,0.02705038,0.047660208,0.092744175,2.832561901,84.80940223,112.5167267,114.3200858,126.6859767,0.158437971,58.99560484,27.72020559,36.6725954,0.023186052,5.97427107,0.056677002,17.56987008,0.40060334,117.2569849,143.3670484,117.3085094,0.00258441,0.051524553,5.572379609,6.408365377,6.368433842,0.082439278,2.706326759,3.504957216,0.001998991,5.336654826,6.083760729
391,LTREB,10/13/2021,GC,3,FILA,31.0008533,292.3303604,,103.1483947,2.943301226,3.650941331,0.008811296,0.026926445,0.032946585,0.064634413,3.17E-05,40.19264448,0.000656743,0.002079685,0.004980298,0.079411121,3.998467601,5.425788091,5.516637478,4.552867776,0.006184326,2.133318739,0.90247373,1.097307356,0.000875657,0.241517075,0.002736427,0.768388792,0.014503065,3.139776708,3.90323993,3.209829247,0.000109804,0.000985114,0.274408932,0.323555166,0.319614711,0.002353327,0.061952715,0.173817863,8.49E-05,0.140214536,0.161558669,91.24484952,113.1822966,0.273157695,0.834742771,1.021372248,2.003721956,0.000982712,1246.006275,0.020359593,0.06447201,0.154393488,2.461812513,123.9559075,168.2040606,171.0204692,141.142786,0.191719383,66.13470127,27.97745571,34.01746437,0.027146114,7.487235412,0.084831572,23.82070822,0.44960739,97.33575712,121.0037685,99.5074456,0.003404018,0.030539375,8.506911045,10.03048624,9.908328768,0.072955145,1.920587029,5.388502072,0.002632958,4.346770261,5.008456597
195,LTREB,10/13/2021,DL,5,EPIL,11.01019127,92.85764054,13.29769676,31.15483992,8.292413793,10.7337931,0.014206897,3.713103448,4.35862069,4.246896552,7.99E-05,154.0689655,0.002206897,0.007034483,0.007448276,0.295172414,6.180689655,7.943448276,8,5.513103448,0.012965517,3.591724138,2.555862069,3.337931034,0.002482759,10.35448276,0.004827586,0.688137931,0.038068966,2.704827586,3.104827586,2.707586207,0.000276737,0.000898282,0.996275862,1.163862069,1.162068966,0.008827586,0.244965517,0.304,0.000214051,3.464827586,4.206896552,91.30106195,118.1811151,0.156420653,40.88197917,47.98924747,46.75914334,0.00087962,1696.328779,0.024298358,0.077451003,0.082006943,3.249904736,68.05057528,87.45888486,88.08153016,60.70032345,0.142752822,39.54556975,28.14053024,36.75125913,0.027335651,114.0048357,0.053152645,7.57653024,0.419146597,29.78066907,34.18474558,29.81104202,0.003046927,0.009890257,10.9691878,12.81434399,12.79460158,0.09719341,2.697117197,3.347098146,0.002356742,38.14841444,46.31873569
203,LTREB,10/13/2021,GC,3,EPIL,6.419980915,24.46748144,7.014276362,4.48483131,14.54761905,18.2952381,0.001168768,12.76666667,14.8952381,14.80952381,0.000275816,152.9047619,0.001904762,0.017619048,0.012857143,0.21952381,7.395238095,8.495238095,8.471428571,15.09047619,0.015714286,4.601428571,2.313809524,2.627142857,0.001904762,33.22380952,0.006666667,1.347142857,0.034285714,3.259047619,3.722380952,3.248095238,0.000955403,0.00310121,2.388095238,2.695714286,2.74047619,0.006666667,0.46047619,0.33,0.000738987,11.67142857,13.84285714,93.39543666,117.4550794,0.007503468,81.96175637,95.62714433,95.07686022,0.001770733,981.6456532,0.012228536,0.113113952,0.082542613,1.409338671,47.47728743,54.53926644,54.38640975,96.88056914,0.100885416,29.54108361,14.85461299,16.866207,0.012228536,213.296223,0.042799875,8.648631432,0.22011363,20.92302352,23.89761467,20.85270944,0.006133669,0.019909709,15.33152585,17.30643427,17.59380484,0.042799875,2.956248352,2.118593702,0.004744282,74.93034867,88.87087865
334,LTREB,8/3/2021,WS,1,FILA,26.44682596,65.76686858,,46.53251057,3.53438914,4.610859729,0.019366516,0.016606335,0.018325792,0.066877828,2.62E-05,13.91855204,0.000361991,0.002217195,0.005294118,0.127330317,4.800904977,6.841628959,7.07239819,2.34841629,0.009819005,3.014932127,1.160180995,1.516289593,0.000995475,0.164615385,0.004660633,0.519909502,0.013167421,1.807239819,2.278733032,1.809954751,9.08E-05,0.001312217,0.174524887,0.205475113,0.205701357,0.000995475,0.026334842,0.173257919,7.02E-05,0.130361991,0.146470588,93.47337446,121.9426048,0.512182878,0.439184852,0.484659032,1.768706278,0.000693137,368.1015234,0.009573513,0.05863777,0.140012617,3.367482733,126.9686984,180.9393704,187.0424841,62.1081569,0.259681516,79.73538524,30.68310486,40.10104697,0.026327154,4.353554437,0.12325895,13.74995611,0.348236492,47.79575696,60.26525591,47.8675583,0.002400972,0.034703975,4.615629312,5.434164553,5.440147988,0.026327154,0.696472983,4.58212203,0.001857109,3.447660888,3.873682149
388,LTREB,9/22/2021,BN,5,FILA,20.65065452,76.71712277,,,4.777482823,5.929106808,0.005153029,0.009915678,0.005785093,0.136867583,4.52E-05,100.4059963,0.001249219,0.00226421,0.004372267,0.122111181,4.442535915,5.777638976,5.830730793,3.902248595,0.009681449,3.212835728,1.155527795,1.428794503,0.001483448,0.231652092,0.003201124,0.681761399,0.02014366,3.187851343,4.111492817,3.319800125,0.000468457,0.002186134,0.399125547,0.457995003,0.457838851,0.005855715,0.171767645,0.184025609,0.000121164,0.268660212,0.314412867,98.65814725,122.4399363,0.106413422,0.204765241,0.119465957,2.826405172,0.000933878,2073.449541,0.02579719,0.046757418,0.090290175,2.521675812,91.74127437,119.3120264,120.4084072,80.58398759,0.199928259,66.34716065,23.86240528,29.50554166,0.030634172,4.783767321,0.066105306,14.07881912,0.415979763,65.83121675,84.90501773,68.55604546,0.009673944,0.045145098,8.242203781,9.457896579,9.454671938,0.120924347,3.547114295,3.800249274,0.002502116,5.548009221,6.492831493
193,LTREB,10/13/2021,DL,3,EPIL,8.835511887,49.0004371,12.67838081,12.63536306,11.31523643,14.65148862,0.027145359,4.985989492,5.784588441,5.746059545,0.000101438,121.9614711,0.002977233,0.009807356,0.011208406,0.459369527,8.933450088,11.31348511,11.43432574,7.203152364,0.015761821,4.383537653,3.588441331,4.656742557,0.002802102,13.47635727,0.007180385,0.827495622,0.056917688,2.709281961,3.175131349,2.754816112,0.000351374,0.00114055,1.218914186,1.434325744,1.432749562,0.007180385,0.246584939,0.447985989,0.000271782,4.784588441,5.670753065,99.97590598,129.4534019,0.239843142,44.05376943,51.10979993,50.76937741,0.000896257,1077.592028,0.026305378,0.086653011,0.099032004,4.058764916,78.93160444,99.96043217,101.028121,63.64353834,0.139263757,38.73079904,31.70571604,41.14470422,0.024758006,119.0705149,0.063442377,7.311347405,0.502896909,23.93789297,28.05391078,24.3402105,0.003104569,0.010077343,10.76973078,12.67300216,12.65907579,0.063442377,2.17870416,3.958185531,0.002401333,42.27428804,50.10400611
226,LTREB,7/7/2021,BG,2,EPIP,6.705261436,71.46510898,4.587696615,5.205833469,15.09675583,16.97211155,0.034433694,6.138303927,6.838360842,7.578258395,0.001006545,24.07797382,0.002931133,0.010039841,0.017293682,0.430278884,14.0722823,15.3756403,16.24928856,9.137734775,0.014479226,5.964712578,1.426294821,1.541263517,0.000584234,17.40751281,0.013756403,1.108992601,0.066789983,1.454467843,1.636027319,1.966420034,0.00156716,0.001853313,1.668753557,1.841491178,1.893284007,0.000598618,0.179482072,0.550085373,0.000441626,7.085941946,7.914058054,101.2276947,113.8024451,0.23088692,41.1589326,45.85299724,50.81420377,0.006749147,161.4491093,0.019654013,0.067319759,0.115958659,2.885132408,94.35833182,103.097688,108.9557279,61.2709006,0.097086996,39.99495723,9.56367966,10.33457482,0.003917442,116.7219243,0.092240279,7.43608532,0.447844297,9.752587138,10.96999089,13.18536042,0.010508218,0.012426948,11.18942887,12.34767978,12.69496424,0.00401389,1.203474216,3.688466238,0.002961218,47.51309327,53.06582827
70,LTREB,7/20/2021,WS,2,EPIL,2.865666221,8.41928293,4.094126237,5.151816316,35.89028102,39.5295073,0.049735997,36.23147298,41.30155293,44.92940783,0.000996247,82.55846008,0.003275085,0.030459428,0.036045327,0.451063374,11.25743305,12.38341637,12.358067,39.72778156,0.024337467,8.495230686,8.663268613,11.3593166,0.006741074,97.04057842,0.033397801,1.922124085,0.061285782,3.620291882,4.085918665,4.256346178,0.006848396,0.009558037,3.611282567,4.105450197,4.161865562,0.003345337,0.788479515,0.466423923,0.002031597,38.59831919,44.24510254,102.849566,113.2783738,0.142526767,103.8273083,118.3564651,128.7526864,0.002854912,236.5849903,0.009385299,0.087286552,0.103293875,1.292597075,32.26004564,35.486738,35.41409515,113.8465617,0.069743058,24.34449562,24.82603623,32.55200989,0.019317669,278.0859076,0.095706951,5.508166062,0.175624594,10.37454816,11.7088791,12.19726747,0.019625218,0.027390143,10.34873047,11.76484995,11.92651756,0.009586619,2.259519113,1.336615279,0.005821879,110.6098995,126.7916958
119,LTREB,8/3/2021,BG,5,EPIL,5.892679623,27.07826589,12.08466996,14.88087505,17.54931715,21.63884674,0.004552352,12.22306525,14.40440061,14.27921093,0.000219732,100.9484067,0.002276176,0.020864947,0.015553869,0.298937785,10.35280728,11.78300455,11.80955994,14.48027314,0.01707132,5.660091047,2.52276176,2.863429439,0.002276176,30.74734446,0.009484067,1.120257967,0.054628225,2.85508346,3.134294385,2.629742033,0.000761133,0.002470615,1.742412747,2.014036419,2.031107739,0.004552352,0.430576631,0.469271624,0.000588723,11.84370258,13.74051593,103.4125036,127.5107913,0.026825552,72.02660753,84.88051796,84.14281528,0.00129481,594.8566191,0.013412776,0.122950448,0.091653967,1.761544594,61.0057765,69.43347081,69.58995322,85.32761047,0.10059582,33.35310318,14.86582682,16.87327231,0.013412776,181.1842502,0.055886568,6.601321295,0.321906628,16.82409213,18.46939265,15.49622729,0.004485113,0.014558543,10.26748009,11.86807137,11.96866719,0.026825552,2.53725014,2.765267336,0.003469156,69.79114485,80.96845823
98,LTREB,8/3/2021,WS,1,EPIL,8.245074742,27.80198983,6.721746909,21.59590498,12.91208791,15.50671551,0.03968254,9.09035409,10.81196581,11.8986569,0.00035361,58.9010989,0.002442002,0.02014652,0.016483516,0.57020757,11.84371184,13.11965812,13.08913309,12.83272283,0.022588523,7.087912088,4.976800977,5.546398046,0.002442002,26.26984127,0.016483516,1.543956044,0.06959707,3.728327228,4.327838828,3.551892552,0.001224875,0.003975911,1.605006105,1.853479853,1.857142857,0.001284214,0.268009768,0.467032967,0.000947419,9.853479853,11.11111111,106.4611299,127.8540284,0.327185508,74.9506489,89.14546621,98.10531547,0.002915541,485.6439628,0.020134489,0.166109563,0.135907821,4.701404033,97.65228934,108.1725618,107.9208806,105.8067589,0.18624406,58.44036493,41.03409603,45.73046644,0.020134489,216.5968047,0.135907821,12.73003298,0.573833044,30.74033666,35.68335461,29.28561957,0.010099186,0.032781683,13.2333953,15.28207992,15.31228166,0.01058844,2.209760569,3.85072172,0.00781154,81.24267786,91.61194157
56,LTREB,7/7/2021,BG,1,EPIL,5.070159759,23.80397039,9.068997625,25.70304628,22.16951788,24.28460342,0.033437014,22.02177294,24.70451011,26.38413686,0.000450399,110.1088647,0.005793157,0.016065319,0.025497667,0.320762053,10.30326594,11.18195956,11.21306376,26.05754277,0.012550544,6.181959565,1.963452566,2.110419907,0.000674249,60.78538103,0.018654743,1.669517885,0.053514774,2.378693624,2.709175739,4.50466563,0.006423795,0.005064185,2.734836703,3.029548989,3.099533437,0.001635725,0.600233281,0.391213064,0.001206744,23.2192846,26.43079316,112.4029974,123.126819,0.169531003,111.653907,125.255813,133.771789,0.002283595,558.2695349,0.029372231,0.081453734,0.129277245,1.626314853,52.23920436,56.69432139,56.85202465,132.1159048,0.063633263,31.34352262,9.955018189,10.70016609,0.00341855,308.1915928,0.094582527,8.464722397,0.271328454,12.06035669,13.73595381,22.8393744,0.032569667,0.025676227,13.866059,15.36029737,15.7151297,0.008293387,3.043278627,1.983512734,0.006118385,117.7254824,134.0083439
