,PROJECT,DATE,SITE,SAMPLE,SUBSTRATE,AVERAGE.DEPTH,EPIL.OM.AREA.g.m2,EPIL.ASH.AREA.g.m2,EPIL.CHL.TOTAL.MG.M2.RITCHIE,PHICOCYANIN.MG.M2
84,DRONE,9/9/2021,GC,4,FILA,41.75,130.6292705,1443.260101,373.5055518,
85,DRONE,9/9/2021,GC,5,FILA,47.75,63.15682085,435.1140591,180.5501335,
86,DRONE,9/9/2021,GC,6,FILA,20.5,64.13313485,263.0141433,302.325793,
87,DRONE,9/9/2021,GC,7,FILA,31.25,12.03408959,111.0252212,52.63410387,
88,DRONE,9/9/2021,GC,8,FILA,34.875,212.6810384,460.6407227,359.3093416,
89,DRONE,9/9/2021,GC,9,FILA,37.75,99.27333899,675.9022745,87.98016796,
90,DRONE,9/9/2021,GC,10,FILA,45,63.80790698,1486.569615,134.7090062,
91,DRONE,9/9/2021,GC,11,FILA,22,24.36987933,170.4892787,95.61667113,
92,DRONE,9/9/2021,GC,12,FILA,31.375,25.7416153,219.3851762,199.0617197,
93,DRONE,9/9/2021,GC,13,FILA,35.75,104.3553902,260.0067069,232.9633659,
94,DRONE,9/9/2021,GC,14,FILA,35.75,103.4199357,1013.955817,420.4354998,
95,DRONE,9/9/2021,GC,15,FILA,42.75,72.31873961,1658.981012,265.4775351,
96,DRONE,9/9/2021,GC,16,FILA,23.875,13.6307145,106.9752885,21.043517,
97,DRONE,9/9/2021,GC,17,FILA,31.75,41.29186204,230.0080854,121.7001381,
98,DRONE,9/9/2021,GC,18,FILA,33.75,112.7875099,1745.074049,340.6974641,
99,DRONE,9/9/2021,GC,19,FILA,44.375,106.5276181,2085.907897,428.6097957,
100,DRONE,9/9/2021,GC,20,FILA,36.25,71.83526096,202.2129028,81.50127111,
495,DRONE,9/9/2021,GC,12.1,FILA,NA,4.490938535,31.41515519,17.67265879,
300,LTREB,9/22/2021,DL,1,FILA,16,NA,NA,NA,
301,LTREB,9/22/2021,DL,2,FILA,13.875,NA,NA,NA,
302,LTREB,9/22/2021,DL,3,FILA,24.25,NA,NA,NA,
303,LTREB,9/22/2021,DL,4,FILA,27.375,NA,NA,NA,
304,LTREB,9/22/2021,DL,5,FILA,22,NA,NA,NA,
305,LTREB,9/22/2021,GR,1,FILA,29.5,NA,NA,NA,
306,LTREB,9/22/2021,GR,2,FILA,31.5,9.587124273,21.52980734,46.41121752,
307,LTREB,9/22/2021,GR,3,FILA,35.375,0.588523661,4.352441436,6.185681166,
308,LTREB,9/22/2021,GR,4,FILA,21.25,NA,NA,NA,
309,LTREB,9/22/2021,GR,5,FILA,11.75,2.335766746,6.962091851,11.2255098,
310,LTREB,9/22/2021,BG,1,FILA,8.75,NA,NA,NA,
311,LTREB,9/22/2021,BG,2,FILA,12.5,NA,NA,NA,
312,LTREB,9/22/2021,BG,3,FILA,26.5,8.69186686,36.88151375,47.27273719,
313,LTREB,9/22/2021,BG,4,FILA,29.25,NA,NA,NA,
314,LTREB,9/22/2021,BG,5,FILA,29,NA,NA,NA,
315,LTREB,9/22/2021,BN,1,FILA,33.25,4.58192352,37.25458392,24.97491816,
316,LTREB,9/22/2021,BN,2,FILA,34.5,5.544579244,33.95002523,22.47408538,
317,LTREB,9/22/2021,BN,3,FILA,34,5.749970587,68.2060931,28.71591393,
318,LTREB,9/22/2021,BN,4,FILA,29.25,0.754780355,70.11258409,63.96658721,
319,LTREB,9/22/2021,BN,5,FILA,30.25,20.65065452,76.71712277,NA,
497,LTREB,9/22/2021,NA,2,FILA,NA,NA,NA,NA,
320,LTREB,10/13/2021,DL,1,FILA,18.5,NA,NA,NA,
321,LTREB,10/13/2021,DL,2,FILA,16,NA,NA,NA,
322,LTREB,10/13/2021,DL,3,FILA,12.5,NA,NA,NA,
323,LTREB,10/13/2021,DL,4,FILA,21,NA,NA,NA,
324,LTREB,10/13/2021,DL,5,FILA,17.75,NA,NA,NA,
325,LTREB,10/13/2021,GR,1,FILA,30.25,NA,NA,NA,
326,LTREB,10/13/2021,GR,2,FILA,33.5,18.17850514,28.73189569,76.3340827,
327,LTREB,10/13/2021,GR,3,FILA,36.5,NA,NA,NA,
328,LTREB,10/13/2021,GR,4,FILA,34.5,20.79396861,129.7961789,132.5932678,
329,LTREB,10/13/2021,GR,5,FILA,27.25,NA,NA,NA,
330,LTREB,10/13/2021,GC,1,FILA,18.75,NA,NA,NA,
331,LTREB,10/13/2021,GC,2,FILA,32.25,NA,NA,NA,
332,LTREB,10/13/2021,GC,3,FILA,45,31.0008533,292.3303604,103.1483947,
333,LTREB,10/13/2021,GC,4,FILA,37,5.394507654,14.92067444,17.16958954,
334,LTREB,10/13/2021,GC,5,FILA,58,6.39723884,4.094452694,15.93032965,
335,LTREB,10/13/2021,BN,1,FILA,29.75,2.951472808,44.97320826,26.06435105,
336,LTREB,10/13/2021,BN,2,FILA,35.25,NA,NA,NA,
337,LTREB,10/13/2021,BN,3,FILA,38.5,NA,NA,NA,
338,LTREB,10/13/2021,BN,4,FILA,36,20.1395211,39.88032036,89.21363252,
339,LTREB,10/13/2021,BN,5,FILA,40,3.53887016,3.933416536,9.961944578,
