Sample ID,Date,Time,Remarks,Run,Al 396.153,Al_r 396.153,As 188.979,B 249.677,B_r 249.677,Ba 233.527,Be 313.107,Ca_r 317.933,Cd 288.802,Co 228.616,Cr 267.716,Cu 327.393,Fe 238.204,Fe_r 238.204,Fe_r 234.349,K_r 766.490,Li_r 670.784,Mg_r 285.213,Mn 257.610,Mn_r 260.568,Mo 202.031,Na_r 589.592,Ni 231.604,P 178.221,Pb 220.353,S 180.669,S 181.975,S_r 181.975,Sb 206.836,Se 196.026,Si 251.611,Si_r 251.611,Si_r 212.412,Sn 189.927,Sr_r 407.771,Ti 334.940,Tl 190.801,Zn 206.200,Zn_r 206.200
86,11/17/2021,8:09:38 PM, ,157,63.82,81.45,0.105,13.07,15.79,16.82,-0.355,372.1,0.014,0.051,0.076,2.068,63.56,80.52,81.78,30.59,0.091,31.91,15.45,19.01,0.007,42.43,0.048,5.631,0.308,14.27,13.97,17.53,-0.003,0.026,3.972,4.58,4.575,0.019,1.081,2.22,-0.03,16.43,18.72
87,11/17/2021,8:12:18 PM, ,158,52.49,66.05,0.117,14.59,17.5,18.11,-0.203,215.9,0.012,0.045,0.06,1.899,54.95,67.64,68.34,27.85,0.071,24.69,8.932,10.23,0.014,44.55,0.041,3.891,0.257,13.05,12.85,16.09,-0.005,0.023,3.02,3.471,3.46,0.011,0.792,1.954,-0.015,17.32,19.89
88,11/17/2021,8:14:58 PM, ,159,12.72,15.83,-0.01,17.73,20.77,23.07,-0.032,33.39,0.001,0.029,0.015,0.184,6.96,7.482,7.482,21.02,0.012,3.593,2.299,2.499,0.002,49.48,0.008,0.778,0.027,1.969,1.887,2.347,0,0.007,1.675,1.934,1.931,-0.002,0.401,0.273,-0.009,19.19,21.76
88 dup,11/17/2021,8:17:29 PM, ,160,12.7,15.51,-0.011,17.55,21.03,23,-0.031,33.22,0.001,0.029,0.015,0.184,6.837,7.261,7.27,20.73,0.011,3.517,2.27,2.439,0.003,50.43,0.008,0.786,0.026,1.936,1.856,2.289,0.001,0.005,1.744,1.988,1.988,-0.002,0.407,0.273,-0.008,19.1,21.35
29 spike,11/17/2021,8:20:00 PM, ,161,66.92,82.4,0.436,30.87,35.83,35.77,-0.274,283.3,0.076,0.124,0.19,5.305,46.32,55.35,55.87,36.45,0.043,27.9,9.944,11.6,0.007,77.44,0.162,6.492,0.822,16.72,16.58,21.05,0,0.09,4.251,4.734,4.724,0.013,1.075,1.179,-0.022,32.39,38.78
Lblank,11/17/2021,8:22:38 PM, ,162,0.051,0.082,-0.001,0.128,0.169,0.034,0,0.304,0,0,0,0.003,0.047,0.067,0.068,0.094,0,0.029,0.009,0.013,0,0.13,0.001,0.004,0,0.02,0.03,0.095,-0.001,0.001,0.006,0.008,0.009,0,0.001,0.001,-0.001,0.035,0.052
CV ,11/17/2021,8:25:15 PM, ,163,2.07,2.031,2.023,2.104,2.153,2.062,2.085,2.056,1.792,2.062,1.945,2.017,2.092,2.05,2.035,2.258,2.012,1.964,2.026,2.063,2.135,2.419,2.03,1.921,2.017,0.081,0.043,0.102,2.089,1.99,8.799,8.858,8.957,1.887,1.736,2.089,1.993,2.019,1.998
S IPC,11/17/2021,8:27:45 PM, ,164,0.006,0.011,0,0.052,0.058,0.004,0.001,0.023,0.001,0.001,0.001,0.001,0.007,0.007,0.007,0.043,0.001,0.004,0.002,0.003,0.002,0.042,0,-0.015,-0.009,26.3,26.49,27.34,0.002,0,0.013,0.014,0.022,0.002,0.001,0.001,0,0.006,0.006
MFB 3.1,11/17/2021,8:30:18 PM, ,165,13.47,14.75,0.234,0.072,0.064,0.001,-0.015,15.06,0.04,0.045,0.09,2.372,14.6,15.01,14.99,0.031,0.001,7.46,2.441,2.53,0.001,0.035,0.089,2.123,0.46,6.247,6.15,7.052,0,0.05,0.013,0.015,0.013,-0.001,0,0,-0.005,2.24,2.283
MFB 3.10,11/17/2021,8:32:45 PM, ,166,3.813,3.854,0.065,0.044,0.042,0,-0.004,4.017,0.01,0.012,0.024,0.628,3.994,3.994,3.988,0.033,0,1.986,0.658,0.667,0,0.028,0.026,0.598,0.128,1.817,1.787,1.909,-0.001,0.013,0.004,0.005,0.005,0.001,0,0,-0.001,0.614,0.64
Lblank,11/17/2021,8:35:05 PM, ,167,0.007,0.01,-0.002,0.031,0.033,0.001,0,0.013,0,0,0,0.001,0.009,0.011,0.011,0.023,0,0.004,0.001,0.001,0,0.025,0.001,0,0,0.006,0.008,0.05,-0.001,-0.001,0.003,0.001,0.008,0,0,0,0,0.003,0.003
CV,11/17/2021,8:37:41 PM, ,168,2.024,2.013,2.026,2.053,2.105,2.076,2.087,1.998,1.778,2.068,1.95,1.998,2.093,2.036,2.021,2.205,2.037,1.954,2.029,2.059,2.146,2.409,2.041,1.876,2.014,0.078,0.052,0.088,2.083,1.994,8.76,8.847,8.956,1.893,1.764,2.085,1.993,2.011,1.967
S IPC,11/17/2021,8:40:12 PM, ,169,0.003,0.005,-0.001,0.029,0.031,0.002,0.002,0.008,0.001,0.002,0.002,0.002,0.004,0.004,0.005,0.022,0.002,0.003,0.002,0.003,0.002,0.026,0,-0.018,-0.009,26.17,26.42,27.12,0.002,0.001,0.015,0.018,0.021,0.002,0.002,0.002,0,0.003,0.004
